dataset,column,value
dim_customers_dataset,customer_number,AW00011076
dim_customers_dataset,customer_number,AW00011077
dim_customers_dataset,customer_number,AW00011078
dim_customers_dataset,customer_number,AW00011079
dim_customers_dataset,customer_number,AW00011080
dim_customers_dataset,customer_number,AW00011081
dim_customers_dataset,customer_number,AW00011082
dim_customers_dataset,customer_number,AW00011083
dim_customers_dataset,customer_number,AW00011084
dim_customers_dataset,customer_number,AW00011085
dim_customers_dataset,customer_number,AW00011086
dim_customers_dataset,customer_number,AW00011087
dim_customers_dataset,customer_number,AW00011088
dim_customers_dataset,customer_number,AW00011089
dim_customers_dataset,customer_number,AW00011090
dim_customers_dataset,customer_number,AW00011091
dim_customers_dataset,customer_number,AW00011092
dim_customers_dataset,customer_number,AW00011093
dim_customers_dataset,customer_number,AW00011094
dim_customers_dataset,customer_number,AW00011095
dim_customers_dataset,customer_number,AW00011096
dim_customers_dataset,customer_number,AW00011097
dim_customers_dataset,customer_number,AW00011098
dim_customers_dataset,customer_number,AW00011099
dim_customers_dataset,customer_number,AW00011100
dim_customers_dataset,customer_number,AW00011101
dim_customers_dataset,customer_number,AW00011102
dim_customers_dataset,customer_number,AW00011103
dim_customers_dataset,customer_number,AW00011104
dim_customers_dataset,customer_number,AW00011105
dim_customers_dataset,customer_number,AW00011106
dim_customers_dataset,customer_number,AW00011107
dim_customers_dataset,customer_number,AW00011108
dim_customers_dataset,customer_number,AW00011109
dim_customers_dataset,customer_number,AW00011110
dim_customers_dataset,customer_number,AW00011111
dim_customers_dataset,customer_number,AW00011112
dim_customers_dataset,customer_number,AW00011113
dim_customers_dataset,customer_number,AW00011114
dim_customers_dataset,customer_number,AW00011115
dim_customers_dataset,customer_number,AW00011116
dim_customers_dataset,customer_number,AW00011117
dim_customers_dataset,customer_number,AW00011118
dim_customers_dataset,customer_number,AW00011119
dim_customers_dataset,customer_number,AW00011120
dim_customers_dataset,customer_number,AW00011121
dim_customers_dataset,customer_number,AW00011122
dim_customers_dataset,customer_number,AW00011123
dim_customers_dataset,customer_number,AW00011124
dim_customers_dataset,customer_number,AW00011125
dim_customers_dataset,customer_number,AW00011126
dim_customers_dataset,customer_number,AW00011127
dim_customers_dataset,customer_number,AW00011128
dim_customers_dataset,customer_number,AW00011129
dim_customers_dataset,customer_number,AW00011130
dim_customers_dataset,customer_number,AW00011131
dim_customers_dataset,customer_number,AW00011132
dim_customers_dataset,customer_number,AW00011133
dim_customers_dataset,customer_number,AW00011134
dim_customers_dataset,customer_number,AW00011135
dim_customers_dataset,customer_number,AW00011136
dim_customers_dataset,customer_number,AW00011137
dim_customers_dataset,customer_number,AW00011138
dim_customers_dataset,customer_number,AW00011139
dim_customers_dataset,customer_number,AW00011140
dim_customers_dataset,customer_number,AW00011141
dim_customers_dataset,customer_number,AW00011142
dim_customers_dataset,customer_number,AW00011143
dim_customers_dataset,customer_number,AW00011144
dim_customers_dataset,customer_number,AW00011145
dim_customers_dataset,customer_number,AW00011146
dim_customers_dataset,customer_number,AW00011147
dim_customers_dataset,customer_number,AW00011148
dim_customers_dataset,customer_number,AW00011149
dim_customers_dataset,customer_number,AW00011150
dim_customers_dataset,customer_number,AW00011151
dim_customers_dataset,customer_number,AW00011152
dim_customers_dataset,customer_number,AW00011153
dim_customers_dataset,customer_number,AW00011154
dim_customers_dataset,customer_number,AW00011155
dim_customers_dataset,customer_number,AW00011156
dim_customers_dataset,customer_number,AW00011157
dim_customers_dataset,customer_number,AW00011158
dim_customers_dataset,customer_number,AW00011159
dim_customers_dataset,customer_number,AW00011160
dim_customers_dataset,customer_number,AW00011161
dim_customers_dataset,customer_number,AW00011162
dim_customers_dataset,customer_number,AW00011163
dim_customers_dataset,customer_number,AW00011164
dim_customers_dataset,customer_number,AW00011165
dim_customers_dataset,customer_number,AW00011166
dim_customers_dataset,customer_number,AW00011167
dim_customers_dataset,customer_number,AW00011168
dim_customers_dataset,customer_number,AW00011169
dim_customers_dataset,customer_number,AW00011170
dim_customers_dataset,customer_number,AW00011171
dim_customers_dataset,customer_number,AW00011172
dim_customers_dataset,customer_number,AW00011173
dim_customers_dataset,customer_number,AW00011174
dim_customers_dataset,customer_number,AW00011175
dim_customers_dataset,customer_number,AW00011176
dim_customers_dataset,customer_number,AW00011177
dim_customers_dataset,customer_number,AW00011178
dim_customers_dataset,customer_number,AW00011179
dim_customers_dataset,customer_number,AW00011180
dim_customers_dataset,customer_number,AW00011181
dim_customers_dataset,customer_number,AW00011182
dim_customers_dataset,customer_number,AW00011183
dim_customers_dataset,customer_number,AW00011184
dim_customers_dataset,customer_number,AW00011185
dim_customers_dataset,customer_number,AW00011186
dim_customers_dataset,customer_number,AW00011187
dim_customers_dataset,customer_number,AW00011188
dim_customers_dataset,customer_number,AW00011189
dim_customers_dataset,customer_number,AW00011190
dim_customers_dataset,customer_number,AW00011191
dim_customers_dataset,customer_number,AW00011192
dim_customers_dataset,customer_number,AW00011193
dim_customers_dataset,customer_number,AW00011194
dim_customers_dataset,customer_number,AW00011195
dim_customers_dataset,customer_number,AW00011196
dim_customers_dataset,customer_number,AW00011197
dim_customers_dataset,customer_number,AW00011198
dim_customers_dataset,customer_number,AW00011199
dim_customers_dataset,customer_number,AW00011200
dim_customers_dataset,customer_number,AW00011201
dim_customers_dataset,customer_number,AW00011202
dim_customers_dataset,customer_number,AW00011203
dim_customers_dataset,customer_number,AW00011204
dim_customers_dataset,customer_number,AW00011205
dim_customers_dataset,customer_number,AW00011206
dim_customers_dataset,customer_number,AW00011207
dim_customers_dataset,customer_number,AW00011208
dim_customers_dataset,customer_number,AW00011209
dim_customers_dataset,customer_number,AW00011210
dim_customers_dataset,customer_number,AW00011211
dim_customers_dataset,customer_number,AW00011212
dim_customers_dataset,customer_number,AW00011213
dim_customers_dataset,customer_number,AW00011214
dim_customers_dataset,customer_number,AW00011215
dim_customers_dataset,customer_number,AW00011216
dim_customers_dataset,customer_number,AW00011217
dim_customers_dataset,customer_number,AW00011218
dim_customers_dataset,customer_number,AW00011219
dim_customers_dataset,customer_number,AW00011220
dim_customers_dataset,customer_number,AW00011221
dim_customers_dataset,customer_number,AW00011222
dim_customers_dataset,customer_number,AW00011223
dim_customers_dataset,customer_number,AW00011224
dim_customers_dataset,customer_number,AW00011225
dim_customers_dataset,customer_number,AW00011226
dim_customers_dataset,customer_number,AW00011227
dim_customers_dataset,customer_number,AW00011228
dim_customers_dataset,customer_number,AW00011229
dim_customers_dataset,customer_number,AW00011230
dim_customers_dataset,customer_number,AW00011231
dim_customers_dataset,customer_number,AW00011232
dim_customers_dataset,customer_number,AW00011233
dim_customers_dataset,customer_number,AW00011234
dim_customers_dataset,customer_number,AW00011235
dim_customers_dataset,customer_number,AW00011236
dim_customers_dataset,customer_number,AW00011237
dim_customers_dataset,customer_number,AW00011238
dim_customers_dataset,customer_number,AW00011239
dim_customers_dataset,customer_number,AW00011240
dim_customers_dataset,customer_number,AW00011241
dim_customers_dataset,customer_number,AW00011242
dim_customers_dataset,customer_number,AW00011243
dim_customers_dataset,customer_number,AW00011244
dim_customers_dataset,customer_number,AW00011245
dim_customers_dataset,customer_number,AW00011246
dim_customers_dataset,customer_number,AW00011247
dim_customers_dataset,customer_number,AW00011248
dim_customers_dataset,customer_number,AW00011249
dim_customers_dataset,customer_number,AW00011250
dim_customers_dataset,customer_number,AW00011251
dim_customers_dataset,customer_number,AW00011252
dim_customers_dataset,customer_number,AW00011253
dim_customers_dataset,customer_number,AW00011254
dim_customers_dataset,customer_number,AW00011255
dim_customers_dataset,customer_number,AW00011256
dim_customers_dataset,customer_number,AW00011257
dim_customers_dataset,customer_number,AW00011258
dim_customers_dataset,customer_number,AW00011259
dim_customers_dataset,customer_number,AW00011260
dim_customers_dataset,customer_number,AW00011261
dim_customers_dataset,customer_number,AW00011262
dim_customers_dataset,customer_number,AW00011263
dim_customers_dataset,customer_number,AW00011264
dim_customers_dataset,customer_number,AW00011265
dim_customers_dataset,customer_number,AW00011266
dim_customers_dataset,customer_number,AW00011267
dim_customers_dataset,customer_number,AW00011268
dim_customers_dataset,customer_number,AW00011269
dim_customers_dataset,customer_number,AW00011270
dim_customers_dataset,customer_number,AW00011271
dim_customers_dataset,customer_number,AW00011272
dim_customers_dataset,customer_number,AW00011273
dim_customers_dataset,customer_number,AW00011274
dim_customers_dataset,customer_number,AW00011275
dim_customers_dataset,customer_number,AW00011276
dim_customers_dataset,customer_number,AW00011277
dim_customers_dataset,customer_number,AW00011278
dim_customers_dataset,customer_number,AW00011279
dim_customers_dataset,customer_number,AW00011280
dim_customers_dataset,customer_number,AW00011281
dim_customers_dataset,customer_number,AW00011282
dim_customers_dataset,customer_number,AW00011283
dim_customers_dataset,customer_number,AW00011284
dim_customers_dataset,customer_number,AW00011285
dim_customers_dataset,customer_number,AW00011286
dim_customers_dataset,customer_number,AW00011287
dim_customers_dataset,customer_number,AW00011288
dim_customers_dataset,customer_number,AW00011289
dim_customers_dataset,customer_number,AW00011290
dim_customers_dataset,customer_number,AW00011291
dim_customers_dataset,customer_number,AW00011292
dim_customers_dataset,customer_number,AW00011293
dim_customers_dataset,customer_number,AW00011294
dim_customers_dataset,customer_number,AW00011295
dim_customers_dataset,customer_number,AW00011296
dim_customers_dataset,customer_number,AW00011297
dim_customers_dataset,customer_number,AW00011298
dim_customers_dataset,customer_number,AW00011299
dim_customers_dataset,customer_number,AW00011300
dim_customers_dataset,customer_number,AW00011301
dim_customers_dataset,customer_number,AW00011302
dim_customers_dataset,customer_number,AW00011303
dim_customers_dataset,customer_number,AW00011304
dim_customers_dataset,customer_number,AW00011305
dim_customers_dataset,customer_number,AW00011306
dim_customers_dataset,customer_number,AW00011307
dim_customers_dataset,customer_number,AW00011308
dim_customers_dataset,customer_number,AW00011309
dim_customers_dataset,customer_number,AW00011310
dim_customers_dataset,customer_number,AW00011311
dim_customers_dataset,customer_number,AW00011312
dim_customers_dataset,customer_number,AW00011313
dim_customers_dataset,customer_number,AW00011314
dim_customers_dataset,customer_number,AW00011315
dim_customers_dataset,customer_number,AW00011316
dim_customers_dataset,customer_number,AW00011317
dim_customers_dataset,customer_number,AW00011318
dim_customers_dataset,customer_number,AW00011319
dim_customers_dataset,customer_number,AW00011320
dim_customers_dataset,customer_number,AW00011321
dim_customers_dataset,customer_number,AW00011322
dim_customers_dataset,customer_number,AW00011323
dim_customers_dataset,customer_number,AW00011324
dim_customers_dataset,customer_number,AW00011325
dim_customers_dataset,customer_number,AW00011326
dim_customers_dataset,customer_number,AW00011327
dim_customers_dataset,customer_number,AW00011328
dim_customers_dataset,customer_number,AW00011329
dim_customers_dataset,customer_number,AW00011330
dim_customers_dataset,customer_number,AW00011331
dim_customers_dataset,customer_number,AW00011332
dim_customers_dataset,customer_number,AW00011333
dim_customers_dataset,customer_number,AW00011334
dim_customers_dataset,customer_number,AW00011335
dim_customers_dataset,customer_number,AW00011336
dim_customers_dataset,customer_number,AW00011337
dim_customers_dataset,customer_number,AW00011338
dim_customers_dataset,customer_number,AW00011339
dim_customers_dataset,customer_number,AW00011340
dim_customers_dataset,customer_number,AW00011341
dim_customers_dataset,customer_number,AW00011342
dim_customers_dataset,customer_number,AW00011343
dim_customers_dataset,customer_number,AW00011344
dim_customers_dataset,customer_number,AW00011345
dim_customers_dataset,customer_number,AW00011346
dim_customers_dataset,customer_number,AW00011347
dim_customers_dataset,customer_number,AW00011348
dim_customers_dataset,customer_number,AW00011349
dim_customers_dataset,customer_number,AW00011350
dim_customers_dataset,customer_number,AW00011351
dim_customers_dataset,customer_number,AW00011352
dim_customers_dataset,customer_number,AW00011353
dim_customers_dataset,customer_number,AW00011354
dim_customers_dataset,customer_number,AW00011355
dim_customers_dataset,customer_number,AW00011356
dim_customers_dataset,customer_number,AW00011357
dim_customers_dataset,customer_number,AW00011358
dim_customers_dataset,customer_number,AW00011359
dim_customers_dataset,customer_number,AW00011360
dim_customers_dataset,customer_number,AW00011361
dim_customers_dataset,customer_number,AW00011362
dim_customers_dataset,customer_number,AW00011363
dim_customers_dataset,customer_number,AW00011364
dim_customers_dataset,customer_number,AW00011365
dim_customers_dataset,customer_number,AW00011366
dim_customers_dataset,customer_number,AW00011367
dim_customers_dataset,customer_number,AW00011368
dim_customers_dataset,customer_number,AW00011369
dim_customers_dataset,customer_number,AW00011370
dim_customers_dataset,customer_number,AW00011371
dim_customers_dataset,customer_number,AW00011372
dim_customers_dataset,customer_number,AW00011373
dim_customers_dataset,customer_number,AW00011374
dim_customers_dataset,customer_number,AW00011375
dim_customers_dataset,customer_number,AW00011376
dim_customers_dataset,customer_number,AW00011377
dim_customers_dataset,customer_number,AW00011378
dim_customers_dataset,customer_number,AW00011379
dim_customers_dataset,customer_number,AW00011380
dim_customers_dataset,customer_number,AW00011381
dim_customers_dataset,customer_number,AW00011382
dim_customers_dataset,customer_number,AW00011383
dim_customers_dataset,customer_number,AW00011384
dim_customers_dataset,customer_number,AW00011385
dim_customers_dataset,customer_number,AW00011386
dim_customers_dataset,customer_number,AW00011387
dim_customers_dataset,customer_number,AW00011388
dim_customers_dataset,customer_number,AW00011389
dim_customers_dataset,customer_number,AW00011390
dim_customers_dataset,customer_number,AW00011391
dim_customers_dataset,customer_number,AW00011392
dim_customers_dataset,customer_number,AW00011393
dim_customers_dataset,customer_number,AW00011394
dim_customers_dataset,customer_number,AW00011395
dim_customers_dataset,customer_number,AW00011396
dim_customers_dataset,customer_number,AW00011397
dim_customers_dataset,customer_number,AW00011398
dim_customers_dataset,customer_number,AW00011399
dim_customers_dataset,customer_number,AW00011400
dim_customers_dataset,customer_number,AW00011401
dim_customers_dataset,customer_number,AW00011402
dim_customers_dataset,customer_number,AW00011403
dim_customers_dataset,customer_number,AW00011404
dim_customers_dataset,customer_number,AW00011405
dim_customers_dataset,customer_number,AW00011406
dim_customers_dataset,customer_number,AW00011407
dim_customers_dataset,customer_number,AW00011408
dim_customers_dataset,customer_number,AW00011409
dim_customers_dataset,customer_number,AW00011410
dim_customers_dataset,customer_number,AW00011411
dim_customers_dataset,customer_number,AW00011412
dim_customers_dataset,customer_number,AW00011413
dim_customers_dataset,customer_number,AW00011414
dim_customers_dataset,customer_number,AW00011415
dim_customers_dataset,customer_number,AW00011416
dim_customers_dataset,customer_number,AW00011417
dim_customers_dataset,customer_number,AW00011418
dim_customers_dataset,customer_number,AW00011419
dim_customers_dataset,customer_number,AW00011420
dim_customers_dataset,customer_number,AW00011421
dim_customers_dataset,customer_number,AW00011422
dim_customers_dataset,customer_number,AW00011423
dim_customers_dataset,customer_number,AW00011424
dim_customers_dataset,customer_number,AW00011425
dim_customers_dataset,customer_number,AW00011426
dim_customers_dataset,customer_number,AW00011427
dim_customers_dataset,customer_number,AW00011428
dim_customers_dataset,customer_number,AW00011429
dim_customers_dataset,customer_number,AW00011430
dim_customers_dataset,customer_number,AW00011431
dim_customers_dataset,customer_number,AW00011432
dim_customers_dataset,customer_number,AW00011433
dim_customers_dataset,customer_number,AW00011434
dim_customers_dataset,customer_number,AW00011435
dim_customers_dataset,customer_number,AW00011436
dim_customers_dataset,customer_number,AW00011437
dim_customers_dataset,customer_number,AW00011438
dim_customers_dataset,customer_number,AW00011439
dim_customers_dataset,customer_number,AW00011440
dim_customers_dataset,customer_number,AW00011441
dim_customers_dataset,customer_number,AW00011442
dim_customers_dataset,customer_number,AW00011443
dim_customers_dataset,customer_number,AW00011444
dim_customers_dataset,customer_number,AW00011445
dim_customers_dataset,customer_number,AW00011446
dim_customers_dataset,customer_number,AW00011447
dim_customers_dataset,customer_number,AW00011448
dim_customers_dataset,customer_number,AW00011449
dim_customers_dataset,customer_number,AW00011450
dim_customers_dataset,customer_number,AW00011451
dim_customers_dataset,customer_number,AW00011452
dim_customers_dataset,customer_number,AW00011453
dim_customers_dataset,customer_number,AW00011454
dim_customers_dataset,customer_number,AW00011455
dim_customers_dataset,customer_number,AW00011456
dim_customers_dataset,customer_number,AW00011457
dim_customers_dataset,customer_number,AW00011458
dim_customers_dataset,customer_number,AW00011459
dim_customers_dataset,customer_number,AW00011460
dim_customers_dataset,customer_number,AW00011461
dim_customers_dataset,customer_number,AW00011462
dim_customers_dataset,customer_number,AW00011463
dim_customers_dataset,customer_number,AW00011464
dim_customers_dataset,customer_number,AW00011465
dim_customers_dataset,customer_number,AW00011466
dim_customers_dataset,customer_number,AW00011467
dim_customers_dataset,customer_number,AW00011468
dim_customers_dataset,customer_number,AW00011469
dim_customers_dataset,customer_number,AW00011470
dim_customers_dataset,customer_number,AW00011471
dim_customers_dataset,customer_number,AW00011472
dim_customers_dataset,customer_number,AW00011473
dim_customers_dataset,customer_number,AW00011474
dim_customers_dataset,customer_number,AW00011475
dim_customers_dataset,customer_number,AW00011476
dim_customers_dataset,customer_number,AW00011477
dim_customers_dataset,customer_number,AW00011478
dim_customers_dataset,customer_number,AW00011479
dim_customers_dataset,customer_number,AW00011480
dim_customers_dataset,customer_number,AW00011481
dim_customers_dataset,customer_number,AW00011482
dim_customers_dataset,customer_number,AW00011483
dim_customers_dataset,customer_number,AW00011484
dim_customers_dataset,customer_number,AW00011485
dim_customers_dataset,customer_number,AW00011486
dim_customers_dataset,customer_number,AW00011487
dim_customers_dataset,customer_number,AW00011488
dim_customers_dataset,customer_number,AW00011489
dim_customers_dataset,customer_number,AW00011490
dim_customers_dataset,customer_number,AW00011491
dim_customers_dataset,customer_number,AW00011492
dim_customers_dataset,customer_number,AW00011493
dim_customers_dataset,customer_number,AW00011494
dim_customers_dataset,customer_number,AW00011495
dim_customers_dataset,customer_number,AW00011496
dim_customers_dataset,customer_number,AW00011497
dim_customers_dataset,customer_number,AW00011498
dim_customers_dataset,customer_number,AW00011499
dim_customers_dataset,customer_number,AW00011500
dim_customers_dataset,customer_number,AW00011501
dim_customers_dataset,customer_number,AW00011502
dim_customers_dataset,customer_number,AW00011503
dim_customers_dataset,customer_number,AW00011504
dim_customers_dataset,customer_number,AW00011505
dim_customers_dataset,customer_number,AW00011506
dim_customers_dataset,customer_number,AW00011507
dim_customers_dataset,customer_number,AW00011508
dim_customers_dataset,customer_number,AW00011509
dim_customers_dataset,customer_number,AW00011510
dim_customers_dataset,customer_number,AW00011511
dim_customers_dataset,customer_number,AW00011512
dim_customers_dataset,customer_number,AW00011513
dim_customers_dataset,customer_number,AW00011514
dim_customers_dataset,customer_number,AW00011515
dim_customers_dataset,customer_number,AW00011516
dim_customers_dataset,customer_number,AW00011517
dim_customers_dataset,customer_number,AW00011518
dim_customers_dataset,customer_number,AW00011519
dim_customers_dataset,customer_number,AW00011520
dim_customers_dataset,customer_number,AW00011521
dim_customers_dataset,customer_number,AW00011522
dim_customers_dataset,customer_number,AW00011523
dim_customers_dataset,customer_number,AW00011524
dim_customers_dataset,customer_number,AW00011525
dim_customers_dataset,customer_number,AW00011526
dim_customers_dataset,customer_number,AW00011527
dim_customers_dataset,customer_number,AW00011528
dim_customers_dataset,customer_number,AW00011529
dim_customers_dataset,customer_number,AW00011530
dim_customers_dataset,customer_number,AW00011531
dim_customers_dataset,customer_number,AW00011532
dim_customers_dataset,customer_number,AW00011533
dim_customers_dataset,customer_number,AW00011534
dim_customers_dataset,customer_number,AW00011535
dim_customers_dataset,customer_number,AW00011536
dim_customers_dataset,customer_number,AW00011537
dim_customers_dataset,customer_number,AW00011538
dim_customers_dataset,customer_number,AW00011539
dim_customers_dataset,customer_number,AW00011540
dim_customers_dataset,customer_number,AW00011541
dim_customers_dataset,customer_number,AW00011542
dim_customers_dataset,customer_number,AW00011543
dim_customers_dataset,customer_number,AW00011544
dim_customers_dataset,customer_number,AW00011545
dim_customers_dataset,customer_number,AW00011546
dim_customers_dataset,customer_number,AW00011547
dim_customers_dataset,customer_number,AW00011548
dim_customers_dataset,customer_number,AW00011549
dim_customers_dataset,customer_number,AW00011550
dim_customers_dataset,customer_number,AW00011551
dim_customers_dataset,customer_number,AW00011552
dim_customers_dataset,customer_number,AW00011553
dim_customers_dataset,customer_number,AW00011554
dim_customers_dataset,customer_number,AW00011555
dim_customers_dataset,customer_number,AW00011556
dim_customers_dataset,customer_number,AW00011557
dim_customers_dataset,customer_number,AW00011558
dim_customers_dataset,customer_number,AW00011559
dim_customers_dataset,customer_number,AW00011560
dim_customers_dataset,customer_number,AW00011561
dim_customers_dataset,customer_number,AW00011562
dim_customers_dataset,customer_number,AW00011563
dim_customers_dataset,customer_number,AW00011564
dim_customers_dataset,customer_number,AW00011565
dim_customers_dataset,customer_number,AW00011566
dim_customers_dataset,customer_number,AW00011567
dim_customers_dataset,customer_number,AW00011568
dim_customers_dataset,customer_number,AW00011569
dim_customers_dataset,customer_number,AW00011570
dim_customers_dataset,customer_number,AW00011571
dim_customers_dataset,customer_number,AW00011572
dim_customers_dataset,customer_number,AW00011573
dim_customers_dataset,customer_number,AW00011574
dim_customers_dataset,customer_number,AW00011575
dim_customers_dataset,customer_number,AW00011576
dim_customers_dataset,customer_number,AW00011577
dim_customers_dataset,customer_number,AW00011578
dim_customers_dataset,customer_number,AW00011579
dim_customers_dataset,customer_number,AW00011580
dim_customers_dataset,customer_number,AW00011581
dim_customers_dataset,customer_number,AW00011582
dim_customers_dataset,customer_number,AW00011583
dim_customers_dataset,customer_number,AW00011584
dim_customers_dataset,customer_number,AW00011585
dim_customers_dataset,customer_number,AW00011586
dim_customers_dataset,customer_number,AW00011587
dim_customers_dataset,customer_number,AW00011588
dim_customers_dataset,customer_number,AW00011589
dim_customers_dataset,customer_number,AW00011590
dim_customers_dataset,customer_number,AW00011591
dim_customers_dataset,customer_number,AW00011592
dim_customers_dataset,customer_number,AW00011593
dim_customers_dataset,customer_number,AW00011594
dim_customers_dataset,customer_number,AW00011595
dim_customers_dataset,customer_number,AW00011596
dim_customers_dataset,customer_number,AW00011597
dim_customers_dataset,customer_number,AW00011598
dim_customers_dataset,customer_number,AW00011599
dim_customers_dataset,customer_number,AW00011600
dim_customers_dataset,customer_number,AW00011601
dim_customers_dataset,customer_number,AW00011602
dim_customers_dataset,customer_number,AW00011603
dim_customers_dataset,customer_number,AW00011604
dim_customers_dataset,customer_number,AW00011605
dim_customers_dataset,customer_number,AW00011606
dim_customers_dataset,customer_number,AW00011607
dim_customers_dataset,customer_number,AW00011608
dim_customers_dataset,customer_number,AW00011609
dim_customers_dataset,customer_number,AW00011610
dim_customers_dataset,customer_number,AW00011611
dim_customers_dataset,customer_number,AW00011612
dim_customers_dataset,customer_number,AW00011613
dim_customers_dataset,customer_number,AW00011614
dim_customers_dataset,customer_number,AW00011615
dim_customers_dataset,customer_number,AW00011616
dim_customers_dataset,customer_number,AW00011617
dim_customers_dataset,customer_number,AW00011618
dim_customers_dataset,customer_number,AW00011619
dim_customers_dataset,customer_number,AW00011620
dim_customers_dataset,customer_number,AW00011621
dim_customers_dataset,customer_number,AW00011622
dim_customers_dataset,customer_number,AW00011623
dim_customers_dataset,customer_number,AW00011624
dim_customers_dataset,customer_number,AW00011625
dim_customers_dataset,customer_number,AW00011626
dim_customers_dataset,customer_number,AW00011627
dim_customers_dataset,customer_number,AW00011628
dim_customers_dataset,customer_number,AW00011629
dim_customers_dataset,customer_number,AW00011630
dim_customers_dataset,customer_number,AW00011631
dim_customers_dataset,customer_number,AW00011632
dim_customers_dataset,customer_number,AW00011633
dim_customers_dataset,customer_number,AW00011634
dim_customers_dataset,customer_number,AW00011635
dim_customers_dataset,customer_number,AW00011636
dim_customers_dataset,customer_number,AW00011637
dim_customers_dataset,customer_number,AW00011638
dim_customers_dataset,customer_number,AW00011639
dim_customers_dataset,customer_number,AW00011640
dim_customers_dataset,customer_number,AW00011641
dim_customers_dataset,customer_number,AW00011642
dim_customers_dataset,customer_number,AW00011643
dim_customers_dataset,customer_number,AW00011644
dim_customers_dataset,customer_number,AW00011645
dim_customers_dataset,customer_number,AW00011646
dim_customers_dataset,customer_number,AW00011647
dim_customers_dataset,customer_number,AW00011648
dim_customers_dataset,customer_number,AW00011649
dim_customers_dataset,customer_number,AW00011650
dim_customers_dataset,customer_number,AW00011651
dim_customers_dataset,customer_number,AW00011652
dim_customers_dataset,customer_number,AW00011653
dim_customers_dataset,customer_number,AW00011654
dim_customers_dataset,customer_number,AW00011655
dim_customers_dataset,customer_number,AW00011656
dim_customers_dataset,customer_number,AW00011657
dim_customers_dataset,customer_number,AW00011658
dim_customers_dataset,customer_number,AW00011659
dim_customers_dataset,customer_number,AW00011660
dim_customers_dataset,customer_number,AW00011661
dim_customers_dataset,customer_number,AW00011662
dim_customers_dataset,customer_number,AW00011663
dim_customers_dataset,customer_number,AW00011664
