column,value
mean texture,20.28
mean texture,21.81
mean texture,17.6
mean texture,16.84
mean texture,14.63
mean texture,21.6
mean texture,16.34
mean texture,18.24
mean texture,22.02
mean texture,18.75
mean texture,18.57
mean texture,19.31
mean texture,11.79
mean texture,14.88
mean texture,20.98
mean texture,13.86
mean texture,23.84
mean texture,21.01
mean texture,19.04
mean texture,17.33
mean texture,16.49
mean texture,21.31
mean texture,14.64
mean texture,24.52
mean texture,15.79
mean texture,16.52
mean texture,19.65
mean texture,10.94
mean texture,16.15
mean texture,23.97
mean texture,24.91
mean texture,26.29
mean texture,15.65
mean texture,18.52
mean texture,21.46
mean texture,21.8
mean texture,15.24
mean texture,22.76
mean texture,14.76
mean texture,18.3
mean texture,23.03
mean texture,17.84
mean texture,19.94
mean texture,19.77
mean texture,19.4
mean texture,19.29
mean texture,15.56
mean texture,18.33
mean texture,18.54
mean texture,19.67
mean texture,21.26
mean texture,16.99
mean texture,20.19
mean texture,15.83
mean texture,15.76
mean texture,16.67
mean texture,22.91
mean texture,17.12
mean texture,10.89
mean texture,16.39
mean texture,17.21
mean texture,24.69
mean texture,18.91
mean texture,25.12
mean texture,19.48
mean texture,21.54
mean texture,13.93
mean texture,21.91
mean texture,22.47
mean texture,15.39
mean texture,17.57
mean texture,13.39
mean texture,11.97
mean texture,18.05
mean texture,17.31
mean texture,15.92
mean texture,14.97
mean texture,14.65
mean texture,16.58
mean texture,18.77
mean texture,15.18
mean texture,17.91
mean texture,20.78
mean texture,20.7
mean texture,15.34
mean texture,13.08
mean texture,17.94
mean texture,19.46
mean texture,12.74
mean texture,20.18
mean texture,15.94
mean texture,18.15
mean texture,22.22
mean texture,22.04
mean texture,19.76
mean texture,9.71
mean texture,18.8
mean texture,24.68
mean texture,16.95
mean texture,12.39
mean texture,11.89
mean texture,14.71
mean texture,15.15
mean texture,14.45
mean texture,20.11
mean texture,13.06
mean texture,21.87
mean texture,20.31
mean texture,14.92
mean texture,22.41
mean texture,15.11
mean texture,17.19
mean texture,17.39
mean texture,21.41
mean texture,18.22
mean texture,26.86
mean texture,23.21
mean texture,16.33
mean texture,22.29
mean texture,21.84
mean texture,22.49
mean texture,20.22
mean texture,19.32
mean texture,26.67
mean texture,23.75
mean texture,16.68
mean texture,20.26
mean texture,22.54
mean texture,12.91
mean texture,22.14
mean texture,18.94
mean texture,18.47
mean texture,25.56
mean texture,23.81
mean texture,16.93
mean texture,17.48
mean texture,21.56
mean texture,32.47
mean texture,17.02
mean texture,13.47
mean texture,15.46
mean texture,15.51
mean texture,22.33
mean texture,19.08
mean texture,27.08
mean texture,33.81
mean texture,27.81
mean texture,15.91
mean texture,26.97
mean texture,27.85
mean texture,39.28
mean texture,15.6
mean texture,15.04
mean texture,23.77
mean texture,23.5
mean texture,19.86
mean texture,17.43
mean texture,14.11
mean texture,14.93
mean texture,23.56
mean texture,18.45
mean texture,19.82
mean texture,17.08
mean texture,19.33
mean texture,17.05
mean texture,28.77
mean texture,17.27
mean texture,23.2
mean texture,27.06
mean texture,23.06
mean texture,19.38
mean texture,22.07
mean texture,31.12
mean texture,18.95
mean texture,16.21
mean texture,20.39
mean texture,16.82
mean texture,13.04
mean texture,20.99
mean texture,15.67
mean texture,24.48
mean texture,17.36
mean texture,14.16
mean texture,19.98
mean texture,26.6
mean texture,14.02
mean texture,18.18
mean texture,18.4
mean texture,20.76
mean texture,13.12
mean texture,19.96
mean texture,18.89
mean texture,19.73
mean texture,19.1
mean texture,17.46
mean texture,13.78
mean texture,13.27
mean texture,12.35
mean texture,18.14
mean texture,18.17
mean texture,23.09
mean texture,18.9
mean texture,19.89
mean texture,23.86
mean texture,18.61
mean texture,18.16
mean texture,24.49
mean texture,14.4
mean texture,12.71
mean texture,13.84
mean texture,15.69
mean texture,13.37
mean texture,10.72
mean texture,18.6
mean texture,16.85
mean texture,14.08
mean texture,17.0
mean texture,16.18
mean texture,19.66
mean texture,13.32
mean texture,21.51
mean texture,15.21
mean texture,17.3
mean texture,12.88
mean texture,17.93
mean texture,20.71
mean texture,21.88
mean texture,19.35
mean texture,14.78
mean texture,19.02
mean texture,21.0
mean texture,14.23
mean texture,21.43
mean texture,17.53
mean texture,24.27
mean texture,16.54
mean texture,14.96
mean texture,21.68
mean texture,15.45
mean texture,14.74
mean texture,16.03
mean texture,17.07
mean texture,19.22
mean texture,25.74
mean texture,19.07
mean texture,18.59
mean texture,15.49
mean texture,18.32
mean texture,18.07
mean texture,21.57
mean texture,18.29
mean texture,26.83
mean texture,18.02
mean texture,13.21
mean texture,15.1
mean texture,17.35
mean texture,16.07
mean texture,28.21
mean texture,18.83
mean texture,12.96
mean texture,22.72
mean texture,13.72
mean texture,14.09
mean texture,16.16
mean texture,12.22
mean texture,19.97
mean texture,22.28
mean texture,17.18
mean texture,14.83
mean texture,17.26
mean texture,21.02
mean texture,10.91
mean texture,16.17
mean texture,14.95
mean texture,21.37
mean texture,20.66
mean texture,16.83
mean texture,22.11
mean texture,29.81
mean texture,21.17
mean texture,21.7
mean texture,21.08
mean texture,12.17
mean texture,13.98
mean texture,16.02
mean texture,19.13
mean texture,19.12
mean texture,21.28
mean texture,14.98
mean texture,21.98
mean texture,17.67
mean texture,22.53
mean texture,17.68
mean texture,19.54
mean texture,21.97
mean texture,19.6
mean texture,15.66
mean texture,17.2
mean texture,25.42
mean texture,24.89
mean texture,28.03
mean texture,17.66
mean texture,19.34
mean texture,20.52
mean texture,25.0
mean texture,28.23
mean texture,30.72
mean texture,29.29
mean texture,25.25
mean texture,25.13
mean texture,28.2
mean texture,27.15
mean texture,26.99
mean texture,18.36
mean texture,20.74
mean texture,18.1
mean texture,23.33
mean texture,18.49
mean texture,28.14
mean texture,29.97
mean texture,15.73
mean texture,14.59
mean texture,19.51
mean texture,18.03
mean texture,19.24
mean texture,17.64
mean texture,11.28
mean texture,16.41
mean texture,18.82
mean texture,20.2
mean texture,22.44
mean texture,13.23
mean texture,12.83
mean texture,20.54
mean texture,17.52
mean texture,21.24
mean texture,16.74
mean texture,16.32
mean texture,19.83
mean texture,12.87
mean texture,20.04
mean texture,14.69
mean texture,14.7
mean texture,13.66
mean texture,20.58
mean texture,13.9
mean texture,18.68
mean texture,15.68
mean texture,12.27
mean texture,13.17
mean texture,13.44
mean texture,17.56
mean texture,20.02
mean texture,20.67
mean texture,17.62
mean texture,20.86
mean texture,22.55
mean texture,24.44
mean texture,25.49
mean texture,14.44
mean texture,24.99
mean texture,28.06
mean texture,16.35
mean texture,24.21
mean texture,21.48
mean texture,29.43
mean texture,21.94
mean texture,28.92
mean texture,27.61
mean texture,19.59
mean texture,27.88
mean texture,23.93
mean texture,29.37
mean texture,30.62
mean texture,25.09
mean texture,22.39
mean texture,28.25
mean texture,28.08
mean texture,29.33
mean perimeter,122.8
mean perimeter,132.9
mean perimeter,130.0
mean perimeter,77.58
mean perimeter,86.34
mean perimeter,82.57
mean perimeter,119.6
mean perimeter,90.2
mean perimeter,87.5
mean perimeter,83.97
mean perimeter,102.7
mean perimeter,103.6
mean perimeter,132.4
mean perimeter,103.7
mean perimeter,93.6
mean perimeter,96.73
mean perimeter,94.74
mean perimeter,108.1
mean perimeter,87.46
mean perimeter,85.63
mean perimeter,60.34
mean perimeter,102.5
mean perimeter,137.2
mean perimeter,110.0
mean perimeter,116.0
mean perimeter,97.41
mean perimeter,122.1
mean perimeter,102.4
mean perimeter,115.0
mean perimeter,124.8
mean perimeter,77.93
mean perimeter,112.8
mean perimeter,127.9
mean perimeter,107.0
mean perimeter,110.1
mean perimeter,82.61
mean perimeter,95.54
mean perimeter,88.4
mean perimeter,86.18
mean perimeter,128.3
mean perimeter,87.32
mean perimeter,85.42
mean perimeter,123.7
mean perimeter,51.71
mean perimeter,85.98
mean perimeter,78.04
mean perimeter,86.91
mean perimeter,74.72
mean perimeter,87.21
mean perimeter,75.71
mean perimeter,120.3
mean perimeter,97.26
mean perimeter,73.34
mean perimeter,125.5
mean perimeter,95.55
mean perimeter,54.34
mean perimeter,64.55
mean perimeter,54.66
mean perimeter,96.42
mean perimeter,59.2
mean perimeter,82.69
mean perimeter,97.4
mean perimeter,60.11
mean perimeter,71.8
mean perimeter,58.79
mean perimeter,81.37
mean perimeter,114.2
mean perimeter,90.43
mean perimeter,79.19
mean perimeter,87.91
mean perimeter,120.2
mean perimeter,143.7
mean perimeter,83.19
mean perimeter,73.81
mean perimeter,86.49
mean perimeter,129.1
mean perimeter,76.95
mean perimeter,121.1
mean perimeter,122.0
mean perimeter,79.78
mean perimeter,95.77
mean perimeter,94.57
mean perimeter,84.74
mean perimeter,86.6
mean perimeter,100.3
mean perimeter,77.79
mean perimeter,62.11
mean perimeter,74.34
mean perimeter,94.48
mean perimeter,88.05
mean perimeter,43.79
mean perimeter,77.22
mean perimeter,63.95
mean perimeter,67.41
mean perimeter,75.17
mean perimeter,152.8
mean perimeter,72.48
mean perimeter,62.5
mean perimeter,97.83
mean perimeter,68.64
mean perimeter,76.53
mean perimeter,58.74
mean perimeter,98.64
mean perimeter,121.4
mean perimeter,86.1
mean perimeter,87.76
mean perimeter,123.4
mean perimeter,99.58
mean perimeter,130.4
mean perimeter,79.08
mean perimeter,101.7
mean perimeter,106.2
mean perimeter,102.0
mean perimeter,81.72
mean perimeter,96.85
mean perimeter,73.0
mean perimeter,105.1
mean perimeter,73.66
mean perimeter,83.74
mean perimeter,68.26
mean perimeter,78.11
mean perimeter,78.99
mean perimeter,97.84
mean perimeter,93.97
mean perimeter,88.12
mean perimeter,83.51
mean perimeter,53.27
mean perimeter,63.78
mean perimeter,70.87
mean perimeter,85.31
mean perimeter,78.27
mean perimeter,117.4
mean perimeter,108.4
mean perimeter,76.84
mean perimeter,68.69
mean perimeter,76.1
mean perimeter,126.3
mean perimeter,130.7
mean perimeter,79.85
mean perimeter,152.1
mean perimeter,95.5
mean perimeter,68.77
mean perimeter,109.3
mean perimeter,116.1
mean perimeter,96.22
mean perimeter,78.85
mean perimeter,85.84
mean perimeter,70.21
mean perimeter,67.49
mean perimeter,54.42
mean perimeter,82.01
mean perimeter,81.29
mean perimeter,142.7
mean perimeter,101.2
mean perimeter,73.53
mean perimeter,98.92
mean perimeter,63.76
mean perimeter,118.6
mean perimeter,74.68
mean perimeter,75.27
mean perimeter,78.83
mean perimeter,94.37
mean perimeter,60.73
mean perimeter,81.15
mean perimeter,82.53
mean perimeter,90.63
mean perimeter,127.5
mean perimeter,94.49
mean perimeter,158.9
mean perimeter,91.56
mean perimeter,81.09
mean perimeter,98.78
mean perimeter,62.92
mean perimeter,109.7
mean perimeter,87.02
mean perimeter,134.7
mean perimeter,75.51
mean perimeter,188.5
mean perimeter,114.5
mean perimeter,92.87
mean perimeter,90.96
mean perimeter,77.32
mean perimeter,65.05
mean perimeter,129.7
mean perimeter,128.0
mean perimeter,65.12
mean perimeter,102.6
mean perimeter,84.55
mean perimeter,66.62
mean perimeter,97.45
mean perimeter,81.35
mean perimeter,113.4
mean perimeter,134.4
mean perimeter,60.21
mean perimeter,89.79
mean perimeter,153.5
mean perimeter,132.5
mean perimeter,92.55
mean perimeter,78.61
mean perimeter,73.93
mean perimeter,88.54
mean perimeter,84.13
mean perimeter,84.95
mean perimeter,68.01
mean perimeter,138.9
mean perimeter,73.28
mean perimeter,113.0
mean perimeter,126.5
mean perimeter,91.43
mean perimeter,133.6
mean perimeter,103.2
mean perimeter,110.2
mean perimeter,111.0
mean perimeter,114.4
mean perimeter,100.0
mean perimeter,135.7
mean perimeter,69.28
mean perimeter,87.16
mean perimeter,82.38
mean perimeter,69.5
mean perimeter,90.3
mean perimeter,147.3
mean perimeter,61.5
mean perimeter,115.2
mean perimeter,76.2
mean perimeter,71.79
mean perimeter,120.9
mean perimeter,86.24
mean perimeter,88.99
mean perimeter,126.2
mean perimeter,74.24
mean perimeter,127.2
mean perimeter,108.8
mean perimeter,84.08
mean perimeter,79.83
mean perimeter,77.87
mean perimeter,81.89
mean perimeter,73.72
mean perimeter,72.17
mean perimeter,96.03
mean perimeter,97.03
mean perimeter,75.54
mean perimeter,81.78
mean perimeter,88.06
mean perimeter,69.14
mean perimeter,75.0
mean perimeter,91.22
mean perimeter,66.85
mean perimeter,129.5
mean perimeter,80.43
mean perimeter,66.86
mean perimeter,73.59
mean perimeter,74.23
mean perimeter,84.07
mean perimeter,56.36
mean perimeter,85.69
mean perimeter,82.71
mean perimeter,92.68
mean perimeter,82.29
mean perimeter,73.73
mean perimeter,54.09
mean perimeter,77.25
mean perimeter,118.7
mean perimeter,78.6
mean perimeter,66.52
mean perimeter,131.1
mean perimeter,82.82
mean perimeter,135.9
mean perimeter,78.01
mean perimeter,81.25
mean perimeter,90.03
mean perimeter,106.9
mean perimeter,107.5
mean perimeter,84.52
mean perimeter,71.94
mean perimeter,71.38
mean perimeter,77.88
mean perimeter,111.8
mean perimeter,122.9
mean perimeter,64.41
mean perimeter,155.1
mean perimeter,94.15
mean perimeter,61.64
mean perimeter,71.49
mean perimeter,129.9
mean perimeter,66.2
mean perimeter,76.66
mean perimeter,94.87
mean perimeter,73.02
mean perimeter,77.23
mean perimeter,73.7
mean perimeter,107.1
mean perimeter,174.2
mean perimeter,98.0
mean perimeter,71.24
mean perimeter,81.92
mean perimeter,85.09
mean perimeter,88.52
mean perimeter,56.74
mean perimeter,59.82
mean perimeter,79.42
mean perimeter,85.24
mean perimeter,81.87
mean perimeter,106.6
mean perimeter,85.48
mean perimeter,133.8
mean perimeter,133.7
mean perimeter,78.31
mean perimeter,140.9
mean perimeter,147.2
mean perimeter,109.0
mean perimeter,97.65
mean perimeter,141.3
mean perimeter,134.8
mean perimeter,87.84
mean perimeter,106.3
mean perimeter,85.89
mean perimeter,88.27
mean perimeter,73.3
mean perimeter,73.16
mean perimeter,70.67
mean perimeter,78.75
mean perimeter,80.64
mean perimeter,85.79
mean perimeter,78.78
mean perimeter,88.37
mean perimeter,73.38
mean perimeter,128.9
mean perimeter,65.75
mean perimeter,55.27
mean perimeter,144.4
mean perimeter,78.07
mean perimeter,89.75
mean perimeter,88.1
mean perimeter,83.05
mean perimeter,70.31
mean perimeter,75.26
mean perimeter,124.4
mean perimeter,76.14
mean perimeter,84.18
mean perimeter,83.18
mean perimeter,78.29
mean perimeter,70.39
mean perimeter,104.3
mean perimeter,82.63
mean perimeter,117.8
mean perimeter,78.41
mean perimeter,72.49
mean perimeter,96.71
mean perimeter,76.39
mean perimeter,59.6
mean perimeter,102.9
mean perimeter,80.88
mean perimeter,70.95
mean perimeter,74.2
mean perimeter,98.22
mean perimeter,75.46
mean perimeter,89.46
mean perimeter,61.93
mean perimeter,63.19
mean perimeter,68.79
mean perimeter,70.47
mean perimeter,80.98
mean perimeter,102.1
mean perimeter,94.89
mean perimeter,91.12
mean perimeter,82.67
mean perimeter,89.78
mean perimeter,88.68
mean perimeter,89.59
mean perimeter,71.73
mean perimeter,112.4
mean perimeter,66.82
mean perimeter,117.5
mean perimeter,77.61
mean perimeter,117.3
mean perimeter,95.88
mean perimeter,94.25
mean perimeter,138.1
mean perimeter,76.83
mean perimeter,127.7
mean perimeter,76.77
mean perimeter,93.86
mean perimeter,74.87
mean perimeter,84.1
mean perimeter,61.68
mean perimeter,111.2
mean perimeter,186.9
mean perimeter,92.25
mean perimeter,73.88
mean perimeter,84.28
mean perimeter,86.87
mean perimeter,61.06
mean perimeter,119.0
mean perimeter,76.38
mean perimeter,61.49
mean perimeter,76.85
mean perimeter,96.45
mean perimeter,77.42
mean perimeter,70.41
mean perimeter,92.41
mean perimeter,88.97
mean perimeter,73.99
mean perimeter,109.8
mean perimeter,88.73
mean perimeter,102.8
mean perimeter,82.85
mean perimeter,94.21
mean perimeter,128.1
mean perimeter,75.49
mean perimeter,78.18
mean perimeter,114.6
mean perimeter,84.06
mean perimeter,96.12
mean perimeter,80.45
mean perimeter,137.8
mean perimeter,98.73
mean perimeter,92.33
mean perimeter,64.12
mean perimeter,79.47
mean perimeter,71.25
mean perimeter,104.7
mean perimeter,103.8
mean perimeter,76.31
mean perimeter,94.66
mean perimeter,88.64
mean perimeter,94.29
mean perimeter,72.76
mean perimeter,120.8
mean perimeter,84.45
mean perimeter,82.51
mean perimeter,59.96
mean perimeter,165.5
mean perimeter,71.3
mean perimeter,63.0
mean perimeter,54.53
mean perimeter,87.44
mean perimeter,78.94
mean perimeter,90.31
mean perimeter,77.83
mean perimeter,75.89
mean perimeter,75.21
mean perimeter,70.79
mean perimeter,93.77
mean perimeter,76.37
mean perimeter,47.98
mean perimeter,48.34
mean perimeter,74.65
mean perimeter,95.81
mean perimeter,94.7
mean perimeter,84.88
mean perimeter,89.77
mean perimeter,87.19
mean perimeter,65.31
mean perimeter,65.85
mean perimeter,61.05
mean perimeter,68.89
mean perimeter,68.51
mean perimeter,59.01
mean perimeter,82.5
mean perimeter,65.67
mean perimeter,64.73
mean perimeter,96.39
mean perimeter,74.52
mean perimeter,91.38
mean perimeter,103.4
mean perimeter,143.0
mean perimeter,142.0
mean perimeter,131.2
mean perimeter,108.3
mean perimeter,140.1
mean perimeter,47.92
mean area,1001.0
mean area,1326.0
mean area,1203.0
mean area,386.1
mean area,556.7
mean area,519.8
mean area,475.9
mean area,781.0
mean area,782.7
mean area,578.3
mean area,684.5
mean area,798.8
mean area,1260.0
mean area,520.0
mean area,273.9
mean area,704.4
mean area,904.6
mean area,912.7
mean area,644.8
mean area,732.4
mean area,955.1
mean area,1088.0
mean area,899.3
mean area,1162.0
mean area,807.2
mean area,633.0
mean area,523.8
mean area,698.8
mean area,559.2
mean area,1104.0
mean area,545.2
mean area,1076.0
mean area,449.3
mean area,561.0
mean area,437.6
mean area,1033.0
mean area,712.8
mean area,409.0
mean area,527.2
mean area,224.5
mean area,645.7
mean area,260.9
mean area,499.0
mean area,394.1
mean area,250.5
mean area,502.5
mean area,1130.0
mean area,244.0
mean area,584.1
mean area,1006.0
mean area,1245.0
mean area,506.3
mean area,401.5
mean area,1878.0
mean area,1075.0
mean area,466.1
mean area,662.7
mean area,728.2
mean area,551.7
mean area,705.6
mean area,451.1
mean area,412.6
mean area,642.5
mean area,143.5
mean area,458.7
mean area,298.3
mean area,530.2
mean area,412.5
mean area,290.2
mean area,629.9
mean area,334.2
mean area,438.6
mean area,245.2
mean area,782.6
mean area,982.0
mean area,1077.0
mean area,1761.0
mean area,640.7
mean area,553.5
mean area,588.7
mean area,1138.0
mean area,674.5
mean area,1192.0
mean area,455.8
mean area,809.8
mean area,761.7
mean area,399.8
mean area,384.8
mean area,288.5
mean area,813.0
mean area,398.0
mean area,355.3
mean area,432.0
mean area,640.1
mean area,585.0
mean area,519.4
mean area,203.9
mean area,460.3
mean area,963.7
mean area,880.2
mean area,448.6
mean area,366.8
mean area,1157.0
mean area,1214.0
mean area,464.5
mean area,1686.0
mean area,690.2
mean area,357.6
mean area,984.6
mean area,685.9
mean area,464.1
mean area,736.9
mean area,372.7
mean area,349.6
mean area,832.9
mean area,526.4
mean area,2250.0
mean area,1311.0
mean area,766.6
mean area,402.0
mean area,710.6
mean area,317.5
mean area,1041.0
mean area,420.3
mean area,428.9
mean area,463.7
mean area,609.9
mean area,1024.0
mean area,1148.0
mean area,642.7
mean area,461.0
mean area,951.6
mean area,597.8
mean area,481.9
mean area,716.6
mean area,295.4
mean area,904.3
mean area,529.4
mean area,725.5
mean area,1290.0
mean area,2499.0
mean area,948.0
mean area,610.7
mean area,578.9
mean area,1223.0
mean area,568.9
mean area,561.3
mean area,313.1
mean area,761.3
mean area,641.2
mean area,329.6
mean area,503.2
mean area,895.0
mean area,1319.0
mean area,279.6
mean area,603.4
mean area,623.9
mean area,920.6
mean area,575.3
mean area,476.5
mean area,1155.0
mean area,541.6
mean area,406.3
mean area,1364.0
mean area,407.4
mean area,1206.0
mean area,928.2
mean area,1169.0
mean area,602.4
mean area,1207.0
mean area,713.3
mean area,744.9
mean area,1288.0
mean area,933.1
mean area,947.8
mean area,758.6
mean area,346.4
mean area,512.2
