customer_key,customer_id,customer_number,first_name,last_name,country,marital_status,gender,birthdate,create_date
1262.0,12261.0,AW00012261,Kaitlin,Sanchez,France,Married,Female,1966-04-25,2025-10-08
1266.0,12265.0,AW00012265,Alan,Guo,France,Single,Male,1964-12-30,2025-10-08
1268.0,12267.0,AW00012267,Clifford,Garcia,France,Single,Male,1963-11-07,2025-10-08
1270.0,12269.0,AW00012269,Warren,Zheng,France,Married,Male,1971-06-10,2025-10-08
1275.0,12274.0,AW00012274,Javier,Torres,France,Single,Male,1976-03-25,2025-10-08
1280.0,12279.0,AW00012279,Mathew,Suarez,France,Married,Male,1975-12-19,2025-10-08
1281.0,12280.0,AW00012280,Theresa,Alvarez,France,Married,Female,1981-06-04,2025-10-08
1286.0,12285.0,AW00012285,Bethany,Chande,France,Single,Female,1975-05-28,2025-10-08
1291.0,12290.0,AW00012290,Kaylee,Morris,France,Single,Female,1973-10-23,2025-10-08
1296.0,12295.0,AW00012295,Dwayne,Gomez,France,Single,Male,1956-03-17,2025-10-08
1297.0,12296.0,AW00012296,Francisco,Sara,France,Married,Male,1961-08-11,2025-10-08
1301.0,12300.0,AW00012300,Adriana,Gonzalez,France,Single,Female,1952-01-15,2025-10-08
1302.0,12301.0,AW00012301,Nichole,Nara,France,Single,Female,1952-06-03,2025-10-08
1308.0,12307.0,AW00012307,Brad,She,France,Married,Male,1960-05-12,2025-10-08
1309.0,12308.0,AW00012308,Margaret,He,France,Married,Female,1970-10-19,2025-10-08
1313.0,12312.0,AW00012312,Jake,Zhao,France,Married,Male,1970-05-06,2025-10-08
1314.0,12313.0,AW00012313,Jaime,Chande,France,Single,Male,1958-12-03,2025-10-08
1322.0,12321.0,AW00012321,Rosa,Hu,France,Married,Female,1956-08-14,2025-10-08
1323.0,12322.0,AW00012322,Kari,Mehta,France,Married,Female,1957-01-29,2025-10-08
1324.0,12323.0,AW00012323,Lawrence,Alonso,France,Married,Male,1962-01-11,2025-10-08
1332.0,12331.0,AW00012331,Meagan,Chandra,France,Single,Female,1954-01-14,2025-10-08
1333.0,12332.0,AW00012332,Andres,Nara,France,Married,Male,1954-02-07,2025-10-08
1334.0,12333.0,AW00012333,Terrance,Rodriguez,France,Married,Male,1954-05-18,2025-10-08
1369.0,12368.0,AW00012368,Rodney,Rubio,France,Single,Male,1978-12-20,2025-10-08
1374.0,12373.0,AW00012373,Isaac,Gray,France,Single,Male,1985-08-02,2025-10-08
1375.0,12374.0,AW00012374,Marie,Kapoor,France,Single,Female,1985-09-25,2025-10-08
1376.0,12375.0,AW00012375,Jarrod,Raman,France,Single,Male,1985-08-23,2025-10-08
1384.0,12383.0,AW00012383,Albert,Gomez,France,Single,Male,1978-10-18,2025-10-08
1388.0,12387.0,AW00012387,Meredith,Vazquez,France,Single,Female,1983-12-24,2025-10-08
1390.0,12389.0,AW00012389,Albert,Jim├®nez,France,Single,Male,1978-01-03,2025-10-08
1394.0,12393.0,AW00012393,Brenda,Sai,France,Single,Female,1977-01-12,2025-10-08
1396.0,12395.0,AW00012395,Kyle,Carter,France,Single,Male,1982-04-21,2025-10-08
1399.0,12398.0,AW00012398,Ashley,Clark,France,Single,Female,1977-01-08,2025-10-08
1465.0,12464.0,AW00012464,Jared,Cook,France,Single,Male,1973-04-13,2025-10-08
1467.0,12466.0,AW00012466,Willie,He,France,Married,Male,1972-10-23,2025-10-08
1468.0,12467.0,AW00012467,Jennifer,Jones,France,Single,Female,1983-10-01,2025-10-08
1469.0,12468.0,AW00012468,Wayne,Nath,France,Married,Male,1978-10-21,2025-10-08
1473.0,12472.0,AW00012472,Jeffery,Zhang,France,Married,Male,1977-09-05,2025-10-08
1475.0,12474.0,AW00012474,Tammy,Chandra,France,Married,Female,1977-12-18,2025-10-08
1478.0,12477.0,AW00012477,Robin,Gill,France,Married,Female,1971-06-22,2025-10-08
1481.0,12480.0,AW00012480,Meredith,Alvarez,France,Single,Female,1980-10-10,2025-10-08
1483.0,12482.0,AW00012482,Jerome,Browning,France,Single,Male,1969-09-03,2025-10-08
1484.0,12483.0,AW00012483,Amanda,Perez,France,Single,Female,1969-10-02,2025-10-08
1486.0,12485.0,AW00012485,Veronica,Subram,France,Single,Female,1975-03-22,2025-10-08
1489.0,12488.0,AW00012488,Jay,Garcia,France,Single,Male,1968-11-08,2025-10-08
1490.0,12489.0,AW00012489,Wayne,Rai,France,Married,Male,1977-10-21,2025-10-08
1491.0,12490.0,AW00012490,Trisha,He,France,Married,Female,1972-01-25,2025-10-08
1495.0,12494.0,AW00012494,Abby,Sandberg,France,Married,Female,1975-08-15,2025-10-08
1510.0,12509.0,AW00012509,Marc,Ferrier,France,Married,Male,1967-08-19,2025-10-08
1511.0,12510.0,AW00012510,Roberto,Sanz,France,Married,Male,1968-05-19,2025-10-08
1512.0,12511.0,AW00012511,Grant,Chander,France,Single,Male,1983-09-14,2025-10-08
1515.0,12514.0,AW00012514,Lacey,Becker,France,Single,Female,1983-06-08,2025-10-08
1516.0,12515.0,AW00012515,Shelby,Bailey,France,Single,Female,1982-12-01,2025-10-08
1521.0,12520.0,AW00012520,Seth,Jackson,France,Single,Male,1982-05-25,2025-10-08
1523.0,12522.0,AW00012522,Brandy,Sanchez,France,Single,Female,1982-03-07,2025-10-08
1524.0,12523.0,AW00012523,Steve,Wagner,France,Single,Male,1982-06-02,2025-10-08
1525.0,12524.0,AW00012524,Kate,Shan,France,Single,Female,1980-07-23,2025-10-08
1535.0,12534.0,AW00012534,Katie,Shan,France,Married,Female,1967-12-13,2025-10-08
1538.0,12537.0,AW00012537,Terrence,Luo,France,Married,Male,1972-03-14,2025-10-08
1540.0,12539.0,AW00012539,Marc,Dominguez,France,Single,Male,1940-11-22,2025-10-08
1542.0,12541.0,AW00012541,Jonathan,Zhang,France,Married,Male,1968-04-02,2025-10-08
1543.0,12542.0,AW00012542,Preston,Patel,France,Married,Male,1967-12-25,2025-10-08
1544.0,12543.0,AW00012543,Ruben,Alvarez,France,Married,Male,1963-07-20,2025-10-08
1548.0,12547.0,AW00012547,Bradley,Nara,France,Married,Male,1978-10-21,2025-10-08
1550.0,12549.0,AW00012549,Donna,Xie,France,Single,Female,1960-08-06,2025-10-08
1553.0,12552.0,AW00012552,Bruce,Torres,France,Married,Male,1944-03-11,2025-10-08
1554.0,12553.0,AW00012553,Toni,Fernandez,France,Married,Female,1944-03-22,2025-10-08
1556.0,12555.0,AW00012555,Edgar,Malhotra,France,Married,Male,1944-08-01,2025-10-08
1558.0,12557.0,AW00012557,Phillip,Lopez,France,Married,Male,1945-12-22,2025-10-08
1562.0,12561.0,AW00012561,Trisha,Lin,France,Single,Female,1947-01-16,2025-10-08
1563.0,12562.0,AW00012562,Kristina,Chandra,France,Married,Female,1947-06-10,2025-10-08
1566.0,12565.0,AW00012565,Kendra,Gutierrez,France,Married,Female,1947-12-31,2025-10-08
1607.0,12606.0,AW00012606,Arthur,Van,France,Married,Male,1965-10-18,2025-10-08
1608.0,12607.0,AW00012607,Tamara,Zhu,France,Married,Female,1966-03-22,2025-10-08
1614.0,12613.0,AW00012613,Joel,Prasad,France,Married,Male,1981-08-30,2025-10-08
1615.0,12614.0,AW00012614,Lance,Gill,France,Single,Male,1975-12-12,2025-10-08
1619.0,12618.0,AW00012618,Dawn,Lal,France,Married,Female,1974-12-21,2025-10-08
1621.0,12620.0,AW00012620,Maurice,Lal,France,Married,Male,1974-10-15,2025-10-08
1622.0,12621.0,AW00012621,Barry,Martinez,France,Married,Male,1980-12-08,2025-10-08
1626.0,12625.0,AW00012625,Carly,Andersen,France,Married,Female,1957-12-24,2025-10-08
1629.0,12628.0,AW00012628,Arturo,Ma,France,Married,Male,1979-11-01,2025-10-08
1632.0,12631.0,AW00012631,Clarence,Gao,France,Single,Male,1949-11-14,2025-10-08
1633.0,12632.0,AW00012632,Bonnie,Nath,France,Married,Female,1961-02-11,2025-10-08
1636.0,12635.0,AW00012635,Brad,Beck,France,Single,Male,1957-09-21,2025-10-08
1640.0,12639.0,AW00012639,Ruben,Lopez,France,Single,Male,1959-01-09,2025-10-08
1642.0,12641.0,AW00012641,Willie,Raje,France,Married,Male,1959-09-02,2025-10-08
1643.0,12642.0,AW00012642,Jimmy,Carlson,France,Married,Male,1965-04-09,2025-10-08
1650.0,12649.0,AW00012649,Omar,Goel,France,Married,Male,1957-06-08,2025-10-08
1651.0,12650.0,AW00012650,Aaron,Wright,France,Married,Male,1955-09-03,2025-10-08
1652.0,12651.0,AW00012651,Martin,Malhotra,France,Single,Male,1955-12-14,2025-10-08
1656.0,12655.0,AW00012655,Larry,Vazquez,France,Married,Male,1954-08-20,2025-10-08
1657.0,12656.0,AW00012656,Blake,Roberts,France,Married,Male,1960-09-01,2025-10-08
1660.0,12659.0,AW00012659,Damien,Chande,France,Married,Male,1953-09-14,2025-10-08
1661.0,12660.0,AW00012660,Toni,Sanchez,France,Married,Female,1953-04-17,2025-10-08
1662.0,12661.0,AW00012661,Deborah,Pal,France,Married,Female,1953-02-18,2025-10-08
1663.0,12662.0,AW00012662,Jessie,Huang,France,Married,Male,1952-11-21,2025-10-08
1664.0,12663.0,AW00012663,Morgan,Adams,France,Married,Female,1952-12-21,2025-10-08
1712.0,12711.0,AW00012711,Heather,Zheng,France,Single,Female,1978-10-18,2025-10-12
1717.0,12716.0,AW00012716,Dale,Shen,France,Single,Male,1979-09-13,2025-10-12
1718.0,12717.0,AW00012717,Hannah,Wood,France,Married,Female,1979-12-05,2025-10-12
1719.0,12718.0,AW00012718,Tammy,Sai,France,Single,Female,1980-05-13,2025-10-12
1720.0,12719.0,AW00012719,Cheryl,Ruiz,France,Single,Female,1985-11-30,2025-10-12
1721.0,12720.0,AW00012720,Nicolas,Chande,France,Single,Male,1980-05-01,2025-10-12
1724.0,12723.0,AW00012723,Kurt,Jai,France,Married,Male,1986-05-13,2025-10-12
1728.0,12727.0,AW00012727,Amanda,Ross,France,Single,Female,1985-10-10,2025-10-12
1733.0,12732.0,AW00012732,Todd,Guo,France,Single,Male,1977-08-20,2025-10-12
1735.0,12734.0,AW00012734,Margaret,Zhou,France,Single,Female,1978-04-02,2025-10-12
1738.0,12737.0,AW00012737,Brett,Chandra,France,Single,Male,1978-07-19,2025-10-12
1749.0,12748.0,AW00012748,Grace,Bell,France,Single,Female,1977-02-07,2025-10-12
1750.0,12749.0,AW00012749,Miguel,Lee,France,Single,Male,1976-08-29,2025-10-12
1751.0,12750.0,AW00012750,Teresa,Vazquez,France,Single,Female,1976-02-08,2025-10-12
1753.0,12752.0,AW00012752,Jonathon,Alvarez,France,Single,Male,1976-05-17,2025-10-12
1754.0,12753.0,AW00012753,Ramon,Zhao,France,Single,Male,1976-11-16,2025-10-12
1755.0,12754.0,AW00012754,Lindsey,Deng,France,Married,Female,1981-06-16,2025-10-12
1799.0,12798.0,AW00012798,Andy,Gutierrez,France,Married,Male,1973-07-13,2025-10-12
1805.0,12804.0,AW00012804,Jaclyn,Chander,France,Single,Female,1973-12-02,2025-10-12
1806.0,12805.0,AW00012805,Marvin,Moreno,France,Married,Male,1973-12-11,2025-10-12
1813.0,12812.0,AW00012812,Brandi,Sanz,France,Married,Female,1973-02-17,2025-10-12
1818.0,12817.0,AW00012817,Theodore,Suarez,France,Single,Male,1971-08-09,2025-10-12
1819.0,12818.0,AW00012818,Curtis,She,France,Married,Male,1971-08-18,2025-10-12
1820.0,12819.0,AW00012819,Nicolas,Chander,France,Single,Male,1977-04-19,2025-10-12
1821.0,12820.0,AW00012820,Derek,Tang,France,Single,Male,1971-08-09,2025-10-12
1822.0,12821.0,AW00012821,Cesar,McDonald,France,Married,Male,1978-06-11,2025-10-12
1824.0,12823.0,AW00012823,Bethany,She,France,Married,Female,1933-05-16,2025-10-12
1825.0,12824.0,AW00012824,Kristopher,Subram,France,Single,Male,1971-11-03,2025-10-12
1831.0,12830.0,AW00012830,Russell,Raje,France,Single,Male,1970-06-23,2025-10-12
1835.0,12834.0,AW00012834,Kelsey,Xie,France,Married,Female,1975-03-10,2025-10-12
1842.0,12841.0,AW00012841,Yolanda,Xie,France,Single,Female,1976-08-20,2025-10-12
1843.0,12842.0,AW00012842,Kelvin,Becker,France,Single,Male,1981-08-30,2025-10-12
1844.0,12843.0,AW00012843,Summer,Smith,France,Single,Female,1971-01-30,2025-10-12
1850.0,12849.0,AW00012849,Adam,Baker,France,Single,Male,1974-02-22,2025-10-12
1852.0,12851.0,AW00012851,Brandy,Sai,France,Single,Female,1985-03-25,2025-10-12
1863.0,12862.0,AW00012862,Melinda,Ortega,France,Single,Female,1983-08-11,2025-10-12
1867.0,12866.0,AW00012866,Janelle,Fernandez,France,Single,Female,1980-12-15,2025-10-12
1869.0,12868.0,AW00012868,Julie,Anand,France,Single,Female,1980-11-09,2025-10-12
1870.0,12869.0,AW00012869,Alisha,Tang,France,Married,Female,1981-09-22,2025-10-12
2264.0,13263.0,AW00013263,Kate,Anand,France,Single,Female,1961-10-22,2025-10-12
2406.0,13405.0,AW00013405,Ethan,Bryant,France,Married,Male,1963-04-04,2025-10-12
2410.0,13409.0,AW00013409,Cory,Fernandez,France,Married,Male,1966-03-22,2025-10-12
2497.0,13496.0,AW00013496,Lucas,Morris,France,Married,Male,1967-11-20,2025-10-12
2499.0,13498.0,AW00013498,Joel,Mehta,France,Single,Male,1967-10-07,2025-10-12
2500.0,13499.0,AW00013499,Olivia,Cox,France,Single,Female,1967-09-02,2025-10-12
2505.0,13504.0,AW00013504,Beth,Alonso,France,Married,Female,1961-09-14,2025-10-12
2507.0,13506.0,AW00013506,Willie,Guo,France,Single,Male,1972-02-05,2025-10-12
2509.0,13508.0,AW00013508,Cassandra,Sanchez,France,Married,Female,1943-02-06,2025-10-12
2511.0,13510.0,AW00013510,Jon,Shen,France,Married,Male,1951-05-12,2025-10-12
2512.0,13511.0,AW00013511,Ernest,Liu,France,Single,Male,1946-11-01,2025-10-12
2513.0,13512.0,AW00013512,Ken,S├ínchez,France,Married,Female,1947-03-28,2025-10-12
2532.0,13531.0,AW00013531,Tyrone,Gutierrez,France,Married,Male,1966-09-10,2025-10-12
2537.0,13536.0,AW00013536,Arianna,Ward,France,Single,Female,1975-11-10,2025-10-12
2538.0,13537.0,AW00013537,Jill,Moreno,France,Single,Female,1965-04-08,2025-10-12
2550.0,13549.0,AW00013549,Richard,King,France,Single,Male,1974-10-15,2025-10-12
2551.0,13550.0,AW00013550,Joe,Malhotra,France,Single,Male,1974-11-29,2025-10-12
2553.0,13552.0,AW00013552,Trevor,Hughes,France,Single,Male,1974-08-30,2025-10-12
2556.0,13555.0,AW00013555,Tammy,Smith,France,Married,Female,1980-09-09,2025-10-12
2557.0,13556.0,AW00013556,Alisha,Nath,France,Single,Female,1975-05-13,2025-10-12
2559.0,13558.0,AW00013558,Karen,Lu,France,Married,Female,1980-06-18,2025-10-12
2565.0,13564.0,AW00013564,Sabrina,Blanco,France,Married,Female,1957-09-22,2025-10-12
2566.0,13565.0,AW00013565,Tiffany,Zhao,France,Married,Female,1973-09-12,2025-10-12
2569.0,13568.0,AW00013568,Max,Jimenez,France,Married,Male,1956-11-01,2025-10-12
2572.0,13571.0,AW00013571,Allen,Mehta,France,Married,Male,1979-09-04,2025-10-12
2574.0,13573.0,AW00013573,Edwin,Pal,France,Married,Male,1974-06-03,2025-10-12
2576.0,13575.0,AW00013575,Alicia,Shen,France,Married,Female,1950-02-22,2025-10-12
2578.0,13577.0,AW00013577,Theodore,Torres,France,Married,Male,1951-02-11,2025-10-12
2579.0,13578.0,AW00013578,Karl,Nath,France,Married,Male,1950-10-22,2025-10-12
2590.0,13589.0,AW00013589,Cameron,Smith,France,Single,Male,1964-10-13,2025-10-12
2593.0,13592.0,AW00013592,Gabriella,Collins,France,Married,Female,1963-06-04,2025-10-12
2596.0,13595.0,AW00013595,Cole,Stewart,France,Single,Male,1956-11-29,2025-10-12
2597.0,13596.0,AW00013596,Billy,Gomez,France,Married,Male,1956-12-13,2025-10-12
2606.0,13605.0,AW00013605,Gerrit,Straatsma,France,Married,Male,1955-05-18,2025-10-12
2611.0,13610.0,AW00013610,Omar,Sharma,France,Married,Male,1954-05-28,2025-10-12
2612.0,13611.0,AW00013611,Marshall,Huang,France,Married,Male,1953-09-20,2025-10-12
2663.0,13662.0,AW00013662,Miguel,Roberts,France,Single,Male,1985-11-20,2025-10-12
2668.0,13667.0,AW00013667,Andres,Deng,France,Single,Male,1978-11-08,2025-10-12
2673.0,13672.0,AW00013672,Benjamin,Davis,France,Single,Male,1985-12-05,2025-10-12
2674.0,13673.0,AW00013673,Sandra,He,France,Single,Female,1986-05-13,2025-10-12
2675.0,13674.0,AW00013674,Drew,Shen,France,Single,Male,1985-07-12,2025-10-12
2682.0,13681.0,AW00013681,Adam,Hall,France,Single,Male,1979-05-18,2025-10-12
2696.0,13695.0,AW00013695,Christian,Clark,France,Single,Male,1976-10-20,2025-10-12
2765.0,13764.0,AW00013764,Stephanie,Parker,France,Married,Female,1973-12-15,2025-10-12
2767.0,13766.0,AW00013766,Joe,Gill,France,Married,Male,1973-08-03,2025-10-12
2769.0,13768.0,AW00013768,Ross,Munoz,France,Married,Male,1979-04-17,2025-10-12
2770.0,13769.0,AW00013769,Brendan,Kumar,France,Married,Male,1974-03-02,2025-10-12
2774.0,13773.0,AW00013773,Dana,Blanco,France,Married,Female,1972-10-19,2025-10-12
2780.0,13779.0,AW00013779,Manuel,Garcia,France,Single,Male,1972-05-09,2025-10-12
2781.0,13780.0,AW00013780,Monica,Perez,France,Married,Female,1972-01-17,2025-10-12
2782.0,13781.0,AW00013781,Dominique,Patel,France,Married,Female,1972-09-21,2025-10-12
2794.0,13793.0,AW00013793,Jason,Gonzales,France,Married,Male,1971-04-18,2025-10-12
2800.0,13799.0,AW00013799,Bryan,Bailey,France,Single,Male,1977-08-16,2025-10-12
2801.0,13800.0,AW00013800,Logan,Li,France,Married,Male,1969-01-29,2025-10-12
2802.0,13801.0,AW00013801,Colleen,Andersen,France,Single,Female,1969-05-09,2025-10-12
2803.0,13802.0,AW00013802,Tina,Subram,France,Married,Female,1939-10-25,2025-10-12
2807.0,13806.0,AW00013806,Bryant,Mehta,France,Married,Male,1969-12-03,2025-10-12
2812.0,13811.0,AW00013811,Sandra,Chen,France,Single,Female,1968-10-15,2025-10-12
2813.0,13812.0,AW00013812,Joanna,Munoz,France,Single,Female,1968-11-22,2025-10-12
2814.0,13813.0,AW00013813,Kristen,Sun,France,Married,Female,1969-05-22,2025-10-12
2818.0,13817.0,AW00013817,Jenny,Huang,France,Single,Female,1984-04-04,2025-10-12
2819.0,13818.0,AW00013818,Dawn,Chander,France,Single,Female,1984-02-17,2025-10-12
2820.0,13819.0,AW00013819,Max,Gill,France,Single,Male,1983-09-29,2025-10-12
2824.0,13823.0,AW00013823,Margaret,Zheng,France,Married,Female,1973-05-02,2025-10-12
2826.0,13825.0,AW00013825,Kelvin,Ma,France,Single,Male,1983-05-13,2025-10-12
2832.0,13831.0,AW00013831,Eddie,Alvarez,France,Single,Male,1981-05-19,2025-10-12
2833.0,13832.0,AW00013832,Priscilla,Raji,France,Single,Female,1981-10-25,2025-10-12
2834.0,13833.0,AW00013833,Noah,Lewis,France,Single,Male,1981-10-05,2025-10-12
2835.0,13834.0,AW00013834,Naomi,Suarez,France,Single,Female,1981-12-25,2025-10-12
2836.0,13835.0,AW00013835,Hailey,Brooks,France,Single,Female,1981-09-01,2025-10-12
