customer_key,customer_id,customer_number,first_name,last_name,country,marital_status,gender,birthdate,create_date
38.0,11037.0,AW00011037,Chloe,Garcia,Canada,Single,Female,1983-05-27,2025-10-07
39.0,11038.0,AW00011038,Diana,Hernandez,Australia,Married,Female,1953-09-20,2025-10-07
40.0,11039.0,AW00011039,Marc,Martin,Australia,Married,Male,1954-06-16,2025-10-07
41.0,11040.0,AW00011040,Jesse,Murphy,United States,Married,Male,1983-01-29,2025-10-07
42.0,11041.0,AW00011041,Amanda,Carter,United States,Married,Female,1983-04-15,2025-10-07
43.0,11042.0,AW00011042,Megan,Sanchez,United States,Married,Female,1982-12-11,2025-10-07
44.0,11043.0,AW00011043,Nathan,Simmons,United States,Married,Male,1981-08-23,2025-10-07
45.0,11044.0,AW00011044,Adam,Flores,Australia,Married,Male,1954-11-21,2025-10-07
46.0,11045.0,AW00011045,Leonard,Nara,Australia,Single,Male,1955-11-16,2025-10-07
47.0,11046.0,AW00011046,Christine,Yuan,Australia,Married,Female,1955-09-19,2025-10-07
48.0,11047.0,AW00011047,Jaclyn,Lu,Australia,Married,Female,1955-08-27,2025-10-07
49.0,11048.0,AW00011048,Jeremy,Powell,Australia,Married,Male,1956-05-21,2025-10-07
50.0,11049.0,AW00011049,Carol,Rai,United States,Single,Female,1986-01-15,2025-10-07
51.0,11050.0,AW00011050,Alan,Zheng,Australia,Married,Male,1957-03-06,2025-10-07
52.0,11051.0,AW00011051,Daniel,Johnson,Australia,Single,Male,1957-01-31,2025-10-07
53.0,11052.0,AW00011052,Heidi,Lopez,Australia,Single,Female,1957-02-03,2025-10-07
54.0,11053.0,AW00011053,Ana,Price,United States,Married,Female,1986-02-17,2025-10-07
55.0,11054.0,AW00011054,Deanna,Munoz,Australia,Married,Female,1957-09-07,2025-10-07
56.0,11055.0,AW00011055,Gilbert,Raje,Australia,Married,Male,1957-09-02,2025-10-07
57.0,11056.0,AW00011056,Michele,Nath,Australia,Married,Female,1958-10-01,2025-10-07
58.0,11057.0,AW00011057,Carl,Andersen,Australia,Married,Male,1970-04-07,2025-10-07
59.0,11058.0,AW00011058,Marc,Diaz,Australia,Married,Male,1965-04-23,2025-10-07
60.0,11059.0,AW00011059,Ashlee,Andersen,Australia,Single,Female,1959-09-29,2025-10-07
61.0,11060.0,AW00011060,Jon,Zhou,Australia,Married,Male,1959-09-14,2025-10-07
62.0,11061.0,AW00011061,Todd,Gao,Australia,Married,Male,1976-02-20,2025-10-07
63.0,11062.0,AW00011062,Noah,Powell,United States,Married,Male,1981-03-01,2025-10-07
64.0,11063.0,AW00011063,Angela,Murphy,United States,Single,Female,1980-10-04,2025-10-07
65.0,11064.0,AW00011064,Chase,Reed,United States,Married,Male,1981-06-05,2025-10-07
66.0,11065.0,AW00011065,Jessica,Henderson,United States,Married,Female,1979-04-08,2025-10-07
67.0,11066.0,AW00011066,Grace,Butler,United States,Married,Female,1979-05-27,2025-10-07
68.0,11067.0,AW00011067,Caleb,Carter,United States,Single,Male,1982-03-25,2025-10-07
69.0,11068.0,AW00011068,Tiffany,Liang,Australia,Single,Female,1966-09-19,2025-10-07
70.0,11069.0,AW00011069,Carolyn,Navarro,Australia,Single,Female,1966-09-17,2025-10-07
71.0,11070.0,AW00011070,Willie,Raji,Australia,Married,Male,1960-10-02,2025-10-07
72.0,11071.0,AW00011071,Linda,Serrano,Australia,Single,Female,1960-12-23,2025-10-07
73.0,11072.0,AW00011072,Casey,Luo,Australia,Single,Female,1960-08-05,2025-10-07
74.0,11073.0,AW00011073,Amy,Ye,Australia,Single,Female,1962-02-11,2025-10-07
75.0,11074.0,AW00011074,Levi,Arun,Australia,Single,Male,1962-02-25,2025-10-07
76.0,11075.0,AW00011075,Felicia,Jimenez,Australia,Single,Female,1963-05-16,2025-10-07
77.0,11076.0,AW00011076,Blake,Anderson,Australia,Single,Male,1963-01-10,2025-10-07
78.0,11077.0,AW00011077,Leah,Ye,Australia,Single,Female,1963-03-19,2025-10-07
79.0,11078.0,AW00011078,Gina,Martin,Canada,Single,Female,1985-01-06,2025-10-07
80.0,11079.0,AW00011079,Donald,Gonzalez,Australia,Single,Male,1970-03-07,2025-10-07
81.0,11080.0,AW00011080,Damien,Chander,Australia,Married,Male,1965-01-13,2025-10-07
82.0,11081.0,AW00011081,Savannah,Baker,United States,Married,Female,1972-01-21,2025-10-07
83.0,11082.0,AW00011082,Angela,Butler,United States,Single,Female,1972-02-01,2025-10-07
84.0,11083.0,AW00011083,Alyssa,Cox,United States,Married,Female,1977-03-11,2025-10-07
85.0,11084.0,AW00011084,Lucas,Phillips,United States,Single,Male,1963-03-12,2025-10-07
86.0,11085.0,AW00011085,Emily,Johnson,United States,Single,Female,1963-01-16,2025-10-07
87.0,11086.0,AW00011086,Ryan,Brown,United States,Married,Male,1963-06-22,2025-10-07
88.0,11087.0,AW00011087,Tamara,Liang,United States,Married,Female,1963-04-02,2025-10-07
89.0,11088.0,AW00011088,Hunter,Davis,United States,Married,Male,1963-05-25,2025-10-07
90.0,11089.0,AW00011089,Abigail,Price,United States,Single,Female,1962-08-05,2025-10-07
91.0,11090.0,AW00011090,Trevor,Bryant,United States,Single,Male,1968-12-13,2025-10-07
92.0,11091.0,AW00011091,Dalton,Perez,Canada,Married,Male,1962-10-02,2025-10-07
93.0,11092.0,AW00011092,Cheryl,Diaz,Australia,Married,Female,1972-11-02,2025-10-07
94.0,11093.0,AW00011093,Aimee,He,Australia,Married,Female,1978-09-06,2025-10-07
95.0,11094.0,AW00011094,Cedric,Ma,Australia,Single,Male,1967-09-29,2025-10-07
96.0,11095.0,AW00011095,Chad,Kumar,Australia,Single,Male,1968-02-29,2025-10-07
97.0,11096.0,AW00011096,Andr├®s,Anand,Australia,Married,Male,1968-02-07,2025-10-07
98.0,11097.0,AW00011097,Edwin,Nara,Australia,Married,Male,1972-10-23,2025-10-07
99.0,11098.0,AW00011098,Mallory,Rubio,Australia,Single,Female,1966-10-29,2025-10-07
100.0,11099.0,AW00011099,Adam,Ross,Australia,Married,Male,1966-09-05,2025-10-07
101.0,11100.0,AW00011100,Latasha,Navarro,Australia,Single,Female,1966-03-15,2025-10-07
102.0,11101.0,AW00011101,Abby,Sai,Australia,Single,Female,1970-11-05,2025-10-07
103.0,11102.0,AW00011102,Julia,Nelson,Australia,Single,Female,1970-10-19,2025-10-07
104.0,11103.0,AW00011103,Cassie,Chande,Australia,Single,Female,1981-04-12,2025-10-07
105.0,11104.0,AW00011104,Edgar,Sara,Australia,Married,Male,1975-03-08,2025-10-07
106.0,11105.0,AW00011105,Candace,Fernandez,Australia,Single,Female,1970-06-27,2025-10-07
107.0,11106.0,AW00011106,Jessie,Liu,Australia,Single,Male,1970-03-11,2025-10-07
108.0,11107.0,AW00011107,Bianca,Lin,Australia,Married,Female,1976-03-04,2025-10-07
109.0,11108.0,AW00011108,Kari,Alvarez,Australia,Single,Female,1969-01-10,2025-10-07
110.0,11109.0,AW00011109,Ruben,Kapoor,Australia,Single,Male,1980-04-30,2025-10-07
111.0,11110.0,AW00011110,Curtis,Yang,Australia,Married,Male,1967-12-04,2025-10-07
112.0,11111.0,AW00011111,Meredith,Gutierrez,Australia,Married,Female,1967-08-23,2025-10-07
113.0,11112.0,AW00011112,Crystal,Wang,Australia,Married,Female,1968-03-08,2025-10-07
114.0,11113.0,AW00011113,Micheal,Blanco,Australia,Married,Male,1973-02-17,2025-10-07
115.0,11114.0,AW00011114,Leslie,Moreno,Australia,Single,Female,1967-11-25,2025-10-07
116.0,11115.0,AW00011115,Alvin,Cai,Australia,Married,Male,1967-08-12,2025-10-07
117.0,11116.0,AW00011116,Clinton,Carlson,Australia,Married,Male,1979-04-02,2025-10-07
118.0,11117.0,AW00011117,April,Deng,Australia,Married,Female,1966-08-21,2025-10-07
119.0,11118.0,AW00011118,Alvin,Zeng,Australia,Single,Male,1962-12-31,2025-10-07
120.0,11119.0,AW00011119,Evan,James,Australia,Single,Male,1940-10-07,2025-10-07
121.0,11120.0,AW00011120,Beth,Jim├®nez,Australia,Single,Female,1942-02-06,2025-10-07
122.0,11121.0,AW00011121,Orlando,Suarez,Australia,Married,Male,1966-05-18,2025-10-07
123.0,11122.0,AW00011122,Byron,Vazquez,Australia,Married,Male,1965-09-30,2025-10-07
124.0,11123.0,AW00011123,Philip,Alvarez,Australia,Married,Male,1965-12-18,2025-10-07
125.0,11124.0,AW00011124,Ross,Jordan,Australia,Single,Male,1968-07-23,2025-10-07
126.0,11125.0,AW00011125,Dana,Navarro,Australia,Single,Female,1961-10-06,2025-10-07
127.0,11126.0,AW00011126,Shaun,Carson,Australia,Married,Male,1954-10-05,2025-10-07
128.0,11127.0,AW00011127,Jan,Edwards,United States,Married,Female,1981-04-19,2025-10-07
129.0,11128.0,AW00011128,Samantha,Long,United States,Married,Female,1981-06-03,2025-10-07
130.0,11129.0,AW00011129,Julia,Wright,United States,Single,Female,1981-02-01,2025-10-07
131.0,11130.0,AW00011130,Caroline,Russell,United States,Married,Female,1985-07-05,2025-10-07
132.0,11131.0,AW00011131,Amanda,Rivera,Canada,Married,Female,1985-09-09,2025-10-07
133.0,11132.0,AW00011132,Melissa,Richardson,Canada,Single,Female,1986-04-25,2025-10-07
134.0,11133.0,AW00011133,Angela,Griffin,United States,Single,Female,1986-03-08,2025-10-07
135.0,11134.0,AW00011134,Larry,Townsend,Australia,Single,Male,1957-02-22,2025-10-07
136.0,11135.0,AW00011135,Marcus,Harris,United States,Single,Male,1985-05-02,2025-10-07
137.0,11136.0,AW00011136,Brianna,Morgan,Canada,Single,Female,1984-04-24,2025-10-07
138.0,11137.0,AW00011137,Jasmine,Taylor,United States,Married,Female,1984-01-17,2025-10-07
139.0,11138.0,AW00011138,Lauren,Davis,United States,Married,Female,1984-03-14,2025-10-07
140.0,11139.0,AW00011139,Tanya,Moreno,Australia,Single,Female,1949-11-05,2025-10-07
141.0,11140.0,AW00011140,Javier,Alvarez,United States,Single,Male,1982-08-11,2025-10-07
142.0,11141.0,AW00011141,Nicole,Ramirez,United States,Married,Female,1982-12-19,2025-10-07
143.0,11142.0,AW00011142,Eduardo,Patterson,Canada,Single,Male,1983-02-11,2025-10-07
144.0,11143.0,AW00011143,Jonathan,Henderson,United States,Married,Male,1982-08-04,2025-10-07
145.0,11144.0,AW00011144,Edward,Hernandez,United States,Single,Male,1985-03-08,2025-10-07
146.0,11145.0,AW00011145,Jasmine,Coleman,United States,Single,Female,1985-06-06,2025-10-07
147.0,11146.0,AW00011146,Karla,Goel,Australia,Single,Female,1945-02-22,2025-10-07
148.0,11147.0,AW00011147,Ernest,Wu,Australia,Married,Male,1944-08-04,2025-10-07
149.0,11148.0,AW00011148,Ross,Vazquez,Australia,Married,Male,1947-02-13,2025-10-07
150.0,11149.0,AW00011149,Theodore,Gill,Australia,Married,Male,1946-10-18,2025-10-07
151.0,11150.0,AW00011150,Russell,Shen,Australia,Single,Male,1946-09-12,2025-10-07
152.0,11151.0,AW00011151,Melinda,Gill,Australia,Single,Female,1947-08-25,2025-10-07
153.0,11152.0,AW00011152,James,Williams,United States,Single,Male,1981-07-09,2025-10-07
154.0,11153.0,AW00011153,Angela,James,United States,Married,Female,1981-12-21,2025-10-07
155.0,11154.0,AW00011154,Megan,Walker,United States,Single,Female,1982-02-18,2025-10-07
156.0,11155.0,AW00011155,Hunter,Robinson,United States,Single,Male,1981-07-25,2025-10-07
157.0,11156.0,AW00011156,Maria,Roberts,United States,Single,Female,1981-08-06,2025-10-07
158.0,11157.0,AW00011157,Hannah,Long,United States,Married,Female,1980-12-08,2025-10-07
159.0,11158.0,AW00011158,Jason,Wright,United States,Single,Male,1981-04-06,2025-10-07
160.0,11159.0,AW00011159,Brianna,Hughes,United States,Single,Female,1981-03-16,2025-10-07
161.0,11160.0,AW00011160,Maurice,Tang,United States,Single,Male,1979-07-08,2025-10-07
162.0,11161.0,AW00011161,Emily,Wood,United States,Single,Female,1979-10-20,2025-10-07
163.0,11162.0,AW00011162,Chase,Cox,United States,Single,Male,1979-09-02,2025-10-07
164.0,11163.0,AW00011163,Gabriel,Wang,United States,Married,Male,1980-06-18,2025-10-07
165.0,11164.0,AW00011164,Devin,Brooks,United States,Single,Male,1979-11-02,2025-10-07
166.0,11165.0,AW00011165,Jocelyn,Alexander,United States,Married,Female,1979-01-15,2025-10-07
167.0,11166.0,AW00011166,Ashley,Martinez,United States,Single,Female,1977-10-22,2025-10-07
168.0,11167.0,AW00011167,Jasmine,Barnes,United States,Single,Female,1978-01-29,2025-10-07
169.0,11168.0,AW00011168,David,Rodriguez,United States,Single,Male,1973-11-12,2025-10-07
170.0,11169.0,AW00011169,Bryce,Richardson,United States,Married,Male,1973-12-20,2025-10-07
171.0,11170.0,AW00011170,Carol,Howard,United States,Married,Female,1973-08-04,2025-10-07
172.0,11171.0,AW00011171,Jonathan,Hill,United States,Single,Male,1978-10-05,2025-10-07
173.0,11172.0,AW00011172,Gabrielle,Adams,United States,Married,Female,1973-05-20,2025-10-07
174.0,11173.0,AW00011173,Sarah,Thomas,United States,Single,Female,1973-02-28,2025-10-07
175.0,11174.0,AW00011174,Nicholas,Robinson,United States,Married,Male,1973-01-09,2025-10-07
176.0,11175.0,AW00011175,Luis,Wang,United States,Single,Male,1968-09-01,2025-10-07
177.0,11176.0,AW00011176,Mason,Roberts,Canada,Married,Male,1979-01-21,2025-10-07
178.0,11177.0,AW00011177,Jose,Flores,United States,Married,Male,1948-01-01,2025-10-07
179.0,11178.0,AW00011178,Nathan,Johnson,United States,Married,Male,1954-08-20,2025-10-07
180.0,11179.0,AW00011179,Molly,Rodriguez,United States,Married,Female,1959-12-08,2025-10-07
181.0,11180.0,AW00011180,April,Anand,United States,Married,Female,1948-07-01,2025-10-07
182.0,11181.0,AW00011181,Devin,Martin,United States,Married,Male,1960-02-01,2025-10-07
183.0,11182.0,AW00011182,Stephanie,Torres,United States,Single,Female,1950-02-22,2025-10-07
184.0,11183.0,AW00011183,Jasmine,Lee,United States,Single,Female,1950-01-12,2025-10-07
185.0,11184.0,AW00011184,Meghan,Hernandez,United States,Single,Female,1955-11-13,2025-10-07
186.0,11185.0,AW00011185,Ashley,Henderson,Canada,Single,Female,1950-04-07,2025-10-07
187.0,11186.0,AW00011186,Sarah,Price,United States,Single,Female,1949-11-18,2025-10-07
188.0,11187.0,AW00011187,Jennifer,Cooper,United States,Married,Female,1949-08-21,2025-10-07
189.0,11188.0,AW00011188,Catherine,Morris,United States,Married,Female,1950-03-06,2025-10-07
190.0,11189.0,AW00011189,Lawrence,Blanco,United States,Single,Male,1950-01-12,2025-10-07
191.0,11190.0,AW00011190,Carson,Bryant,United States,Married,Male,1949-12-20,2025-10-07
192.0,11191.0,AW00011191,Kristi,Perez,United States,Single,Female,1951-06-17,2025-10-07
193.0,11192.0,AW00011192,James,Brown,United States,Married,Male,1951-03-13,2025-10-07
194.0,11193.0,AW00011193,Ian,Gray,United States,Married,Male,1950-08-13,2025-10-07
195.0,11194.0,AW00011194,Jacqueline,Price,United States,Married,Female,1950-12-08,2025-10-07
196.0,11195.0,AW00011195,Megan,Henderson,United States,Married,Female,1951-08-10,2025-10-07
197.0,11196.0,AW00011196,Alfredo,Romero,United States,Married,Male,1951-12-05,2025-10-07
198.0,11197.0,AW00011197,Andrea,Morris,United States,Married,Female,1951-12-16,2025-10-08
199.0,11198.0,AW00011198,Brooke,Sanders,United States,Single,Female,1952-05-25,2025-10-08
200.0,11199.0,AW00011199,Jacqueline,Bennett,United States,Married,Female,1957-11-02,2025-10-08
201.0,11200.0,AW00011200,Jason,Griffin,Canada,Married,Male,1953-05-21,2025-10-08
202.0,11201.0,AW00011201,Amanda,Foster,United States,Married,Female,1953-02-14,2025-10-08
203.0,11202.0,AW00011202,Alexia,Price,United States,Married,Female,1958-08-22,2025-10-08
204.0,11203.0,AW00011203,Luis,Diaz,Canada,Married,Male,1959-08-18,2025-10-08
205.0,11204.0,AW00011204,Destiny,Rivera,United States,Married,Female,1953-11-29,2025-10-08
206.0,11205.0,AW00011205,Abby,Fernandez,United States,Married,Female,1954-01-21,2025-10-08
207.0,11206.0,AW00011206,Blake,Flores,United States,Married,Male,1954-03-24,2025-10-08
208.0,11207.0,AW00011207,Danielle,Cox,United States,Single,Female,1954-01-16,2025-10-08
209.0,11208.0,AW00011208,Maria,Reed,United States,Married,Female,1953-08-03,2025-10-08
210.0,11209.0,AW00011209,Allison,Evans,United States,Married,Female,1953-07-12,2025-10-08
211.0,11210.0,AW00011210,Edward,Wood,United States,Married,Male,1953-12-06,2025-10-08
212.0,11211.0,AW00011211,Samantha,Russell,Canada,Married,Female,1960-10-08,2025-10-08
213.0,11212.0,AW00011212,Chloe,Campbell,Canada,Married,Female,1955-05-05,2025-10-08
214.0,11213.0,AW00011213,Stephanie,Murphy,United States,Single,Female,1954-11-11,2025-10-08
215.0,11214.0,AW00011214,Charles,Miller,United States,Single,Male,1955-05-07,2025-10-08
216.0,11215.0,AW00011215,Ana,Perry,Canada,Married,Female,1961-06-17,2025-10-08
217.0,11216.0,AW00011216,Jasmine,Torres,United States,Single,Female,1955-11-17,2025-10-08
218.0,11217.0,AW00011217,Natalie,Adams,United States,Single,Female,1955-08-11,2025-10-08
219.0,11218.0,AW00011218,Olivia,Brown,United States,Single,Female,1961-09-07,2025-10-08
220.0,11219.0,AW00011219,Charles,Cook,United States,Married,Male,1956-05-31,2025-10-08
221.0,11220.0,AW00011220,Erica,Huang,United States,Married,Female,1961-02-19,2025-10-08
222.0,11221.0,AW00011221,Nathan,Perry,United States,Married,Male,1955-12-08,2025-10-08
223.0,11222.0,AW00011222,Alexandra,Rivera,United States,Married,Female,1956-02-14,2025-10-08
224.0,11223.0,AW00011223,Hailey,Patterson,Canada,Single,Female,1957-03-15,2025-10-08
225.0,11224.0,AW00011224,Tiffany,Li,United States,Single,Female,1957-03-05,2025-10-08
226.0,11225.0,AW00011225,Madison,Lee,United States,Married,Female,1962-02-12,2025-10-08
227.0,11226.0,AW00011226,Sydney,Ross,United States,Married,Female,1962-09-23,2025-10-08
228.0,11227.0,AW00011227,Marshall,Chavez,United States,Single,Male,1962-08-08,2025-10-08
229.0,11228.0,AW00011228,Ashley,Jones,United States,Married,Female,1956-10-16,2025-10-08
230.0,11229.0,AW00011229,Adrian,Stewart,United States,Single,Male,1957-06-01,2025-10-08
231.0,11230.0,AW00011230,Amber,Turner,United States,Married,Female,1956-09-30,2025-10-08
232.0,11231.0,AW00011231,Dennis,Zhang,United States,Married,Male,1963-11-11,2025-10-08
233.0,11232.0,AW00011232,Hailey,Bryant,United States,Married,Female,1958-03-27,2025-10-08
234.0,11233.0,AW00011233,Todd,Li,United States,Married,Male,1963-09-06,2025-10-08
235.0,11234.0,AW00011234,Anna,Griffin,United States,Single,Female,1958-05-19,2025-10-08
236.0,11235.0,AW00011235,Angel,Stewart,United States,Married,Male,1957-08-07,2025-10-08
237.0,11236.0,AW00011236,Jeremy,Butler,United States,Single,Male,1957-09-02,2025-10-08
238.0,11237.0,AW00011237,Clarence,Anand,Germany,Single,Male,1964-03-22,2025-10-08
239.0,11238.0,AW00011238,Mayra,Prasad,United Kingdom,Single,Female,1964-02-07,2025-10-08
240.0,11239.0,AW00011239,Latoya,Goel,United Kingdom,Married,Female,1969-10-02,2025-10-08
241.0,11240.0,AW00011240,Anne,Hernandez,United Kingdom,Married,Female,1964-06-09,2025-10-08
244.0,11243.0,AW00011243,Robin,Alvarez,United Kingdom,Married,Female,1963-04-08,2025-10-08
245.0,11244.0,AW00011244,Alexis,Coleman,United Kingdom,Single,Female,1968-11-22,2025-10-08
246.0,11245.0,AW00011245,Ricky,Vazquez,Germany,Married,Male,1962-04-26,2025-10-08
247.0,11246.0,AW00011246,Latasha,Rubio,Germany,Married,Female,1962-04-08,2025-10-08
248.0,11247.0,AW00011247,Claudia,Zhou,United Kingdom,Single,Female,1961-12-04,2025-10-08
250.0,11249.0,AW00011249,Cindy,Patel,Germany,Married,Female,1966-07-09,2025-10-08
251.0,11250.0,AW00011250,Shannon,Liu,United Kingdom,Married,Female,1966-03-08,2025-10-08
252.0,11251.0,AW00011251,Xavier,Long,Canada,Single,Male,1938-01-01,2025-10-08
253.0,11252.0,AW00011252,Nicholas,Thompson,United States,Single,Male,1937-12-05,2025-10-08
254.0,11253.0,AW00011253,Jos├®,Hernandez,Canada,Married,Male,1949-08-24,2025-10-08
255.0,11254.0,AW00011254,Johnathan,Vance,United States,Married,Male,1938-08-31,2025-10-08
256.0,11255.0,AW00011255,Colin,Lin,United States,Married,Male,1938-10-02,2025-10-08
257.0,11256.0,AW00011256,Katelyn,Hernandez,United States,Married,Female,1939-03-20,2025-10-08
258.0,11257.0,AW00011257,Jacqueline,Powell,United States,Single,Female,1971-07-13,2025-10-08
259.0,11258.0,AW00011258,Xavier,Hill,United States,Married,Male,1938-12-26,2025-10-08
260.0,11259.0,AW00011259,Victoria,Stewart,United States,Married,Female,1970-09-24,2025-10-08
261.0,11260.0,AW00011260,Katelyn,Kelly,United States,Married,Female,1976-04-08,2025-10-08
262.0,11261.0,AW00011261,Stephanie,Collins,United States,Married,Female,1970-10-22,2025-10-08
263.0,11262.0,AW00011262,Jennifer,Simmons,Canada,Married,Female,1975-05-01,2025-10-08
264.0,11263.0,AW00011263,Trinity,Richardson,United States,Married,Female,1970-03-11,2025-10-08
265.0,11264.0,AW00011264,Eduardo,Martin,United States,Single,Male,1969-12-15,2025-10-08
266.0,11265.0,AW00011265,Elizabeth,Jones,United States,Married,Female,1970-01-10,2025-10-08
267.0,11266.0,AW00011266,Taylor,Howard,United States,Single,Female,1969-11-02,2025-10-08
268.0,11267.0,AW00011267,David,Diaz,United States,Single,Male,1975-09-29,2025-10-08
269.0,11268.0,AW00011268,Katelyn,Carter,United States,Married,Female,1969-10-31,2025-10-08
270.0,11269.0,AW00011269,Ryan,Foster,United States,Married,Male,1975-10-10,2025-10-08
271.0,11270.0,AW00011270,Robert,Lee,United States,Married,Male,1975-05-01,2025-10-08
272.0,11271.0,AW00011271,Danielle,Reed,United States,Single,Female,1969-12-03,2025-10-08
273.0,11272.0,AW00011272,Lauren,Martinez,United States,Single,Female,1962-05-10,2025-10-08
274.0,11273.0,AW00011273,Nathan,Lal,United States,Married,Male,1962-03-31,2025-10-08
275.0,11274.0,AW00011274,Kyle,Foster,United States,Married,Male,1939-10-10,2025-10-08
276.0,11275.0,AW00011275,Jenny,Rai,United States,Married,Female,1939-07-18,2025-10-08
277.0,11276.0,AW00011276,Nancy,Chapman,Canada,Married,Female,1974-09-15,2025-10-08
278.0,11277.0,AW00011277,Charles,Jackson,Canada,Married,Male,1968-12-07,2025-10-08
279.0,11278.0,AW00011278,Jonathan,Phillips,United States,Single,Male,1969-02-16,2025-10-08
280.0,11279.0,AW00011279,Amanda,Cook,United States,Married,Female,1974-09-08,2025-10-08
281.0,11280.0,AW00011280,Robert,Collins,United States,Married,Male,1969-02-17,2025-10-08
282.0,11281.0,AW00011281,Megan,Barnes,United States,Single,Female,1974-10-06,2025-10-08
283.0,11282.0,AW00011282,Christian,Thomas,United States,Married,Male,1967-07-16,2025-10-08
284.0,11283.0,AW00011283,Arturo,Lal,United States,Married,Male,1968-04-24,2025-10-08
285.0,11284.0,AW00011284,Theresa,Serrano,United States,Married,Female,1967-09-24,2025-10-08
286.0,11285.0,AW00011285,Jeremy,Anderson,United States,Married,Male,1973-03-15,2025-10-08
287.0,11286.0,AW00011286,Hunter,Griffin,United States,Married,Male,1967-08-31,2025-10-08
288.0,11287.0,AW00011287,Henry,Garcia,Canada,Married,Male,1966-07-16,2025-10-08
289.0,11288.0,AW00011288,Cindy,Sanchez,United States,Married,Female,1978-03-12,2025-10-08
290.0,11289.0,AW00011289,Maria,Carter,United States,Married,Female,1972-03-03,2025-10-08
291.0,11290.0,AW00011290,Katelyn,Sanchez,United States,Married,Female,1972-08-14,2025-10-08
292.0,11291.0,AW00011291,Jenna,Wright,United States,Married,Female,1972-05-01,2025-10-08
293.0,11292.0,AW00011292,Seth,Phillips,United States,Single,Male,1967-05-05,2025-10-08
